#{"t_start": 1689938236.7275867, "env_id": null}
r,l,t
96,480,5.013548
-729,480,5.20703
-903,480,5.399515
-417,480,5.576044
-348,480,5.757558
-324,480,5.949046
324,480,6.129565
-762,480,6.311077
-426,480,6.495584
-117,480,6.685077
-84,480,6.836672
189,480,6.997245
-747,480,7.164794
-669,480,7.338331
282,480,7.493915
204,480,7.666453
453,480,7.819045
-546,480,7.99358
-711,480,8.196036
465,480,8.376554
300,480,8.551087
399,480,8.728612
54,480,8.905141
240,480,9.070697
-453,480,9.234261
-795,480,9.406799
9,480,9.587317
6,480,9.759856
-849,480,9.954337
-138,480,10.137844
36,480,10.322351
-711,480,10.488905
-417,480,10.67441
-600,480,10.845953
171,480,11.039433
-345,480,11.247877
-264,480,11.438366
-441,480,11.628857
255,480,11.820345
-552,480,12.004851
333,480,12.167417
-855,480,12.369875
-831,480,12.573331
324,480,12.761827
-78,480,12.942343
-84,480,13.131837
-822,480,13.313352
-246,480,13.485891
429,480,13.702312
-465,480,13.921725
162,480,14.12917
-303,480,14.341604
-804,480,14.558023
342,480,14.764471
447,480,14.963937
-498,480,15.179362
-792,480,15.380824
-729,480,15.5763
204,480,15.762801
15,480,15.945313
-39,480,16.134808
-252,480,16.327292
294,480,16.674365
-396,480,17.019442
-270,480,17.2967
-759,480,17.560993
-60,480,17.806338
-318,480,18.036721
-561,480,18.245163
-552,480,18.446624
-744,480,18.643098
-135,480,18.814639
432,480,18.986181
-468,480,19.178666
-396,480,19.359183
279,480,19.539701
18,480,19.715233
366,480,19.877797
-105,480,20.025402
-843,480,20.199935
-720,480,20.383445
-348,480,20.566955
-630,480,20.743481
-705,480,20.913029
-555,480,21.092548
-450,480,21.280048
-201,480,21.446602
-699,480,21.627119
276,480,21.799658
-198,480,21.960227
-549,480,22.139748
-30,480,22.313284
-669,480,22.515743
-675,480,22.704238
-411,480,22.887747
168,480,23.075246
-567,480,23.254768
-669,480,23.452238
126,480,23.631757-231,480,135.253268
-252,480,140.002567
-264,480,144.635178
-267,480,149.455287
-225,480,154.288394
-273,480,159.037661
-225,480,163.793941
-201,480,168.579144
-198,480,173.342436
-144,480,178.1067
-180,480,183.175111
-177,480,188.248546
-171,480,193.042723
-198,480,197.93065
-228,480,202.749796
-147,480,207.577884
-135,480,212.397994
-186,480,218.297184
-162,480,224.355983
-117,480,230.04876
-201,480,235.05138
-198,480,240.30932
-177,480,245.785674
-180,480,250.723502
-174,480,255.589492
-219,480,260.563155
-153,480,265.456101
-120,480,270.438747
-165,480,275.235916
-141,480,282.579278
-213,480,288.068599
-99,480,293.164005
-183,480,298.134681
-135,480,303.674864
-186,480,309.039518
-156,480,314.066074
-189,480,319.128567
-132,480,324.27976
-99,480,329.241491
-87,480,334.308939
-120,480,339.700557
-177,480,344.848756
-153,480,349.88931
-183,480,355.08342
-138,480,360.325401
-165,480,366.235559
-153,480,371.294066
-168,480,376.433287
-153,480,381.59349
-165,480,386.71579
-144,480,392.069506
-228,480,397.346361
-165,480,402.776839
-84,480,408.252229
-198,480,413.595905
-75,480,418.818974
-144,480,424.720159
-117,480,430.146681
-126,480,435.333775
-78,480,440.495969
-147,480,445.950415
-186,480,451.23126
-96,480,456.835274
-138,480,462.091217
-159,480,467.358132
-165,480,473.936541
-84,480,480.945796
-237,480,487.748605
-120,480,493.088356
-90,480,498.582631
-105,480,503.926411
-207,480,509.286047
-93,480,514.926006
-93,480,520.550921
-195,480,526.585782
-138,480,532.86499
-87,480,539.326744
-105,480,544.806056
-90,480,550.649428
