#{"t_start": 1689885789.3994093, "env_id": null}
r,l,t
366,480,5.022017
-687,480,5.274853
-762,480,5.505735
471,480,5.740432
-942,480,5.939828
-324,480,6.126573
-357,480,6.301525
-759,480,6.47079
-405,480,6.692095
-447,480,6.885701
-873,480,7.101164
-537,480,7.334329
-321,480,7.533321
183,480,7.774653
102,480,8.022988
-831,480,8.244395
264,480,8.480763
-219,480,8.716134
-726,480,8.970453
-861,480,9.204828
-582,480,9.413268
-630,480,9.630688
-402,480,9.833147
-774,480,10.017044
9,480,10.217518
-411,480,10.418002
402,480,10.618178
-168,480,10.82528
345,480,11.008091
393,480,11.176222
-384,480,11.319162
-837,480,11.470351
-108,480,11.662251
-363,480,11.833334
-270,480,12.041104
201,480,12.236581
369,480,12.414106
-576,480,12.594624
-150,480,12.77913
90,480,12.995551
-540,480,13.200004
-612,480,13.380523
480,480,13.577994
351,480,13.763498
-396,480,13.953989
-231,480,14.115557
-720,480,14.297134
-942,480,14.480725
-402,480,14.660158
-807,480,14.834185
-162,480,15.015706
-63,480,15.18707
-168,480,15.356089
-651,480,15.529375
-291,480,15.720736
480,480,15.881766
312,480,16.060782
183,480,16.213739
6,480,16.406078
201,480,16.565326
468,480,16.748768
297,480,16.930294
-921,480,17.108437
-378,480,17.304911
-618,480,17.498394
-570,480,17.688884
-687,480,17.886356
-438,480,18.048921
-816,480,18.241456
-468,480,18.409362
33,480,18.602578
-12,480,18.753986
75,480,18.907146
-66,480,19.08903
63,480,19.24038
318,480,19.411634
252,480,19.573711
-126,480,19.765255
-69,480,19.949567
12,480,20.119789
240,480,20.307755
-615,480,20.497203
198,480,20.680712
231,480,20.84989
228,480,21.043524
-375,480,21.204915
129,480,21.355931
-129,480,21.527294
342,480,21.708689
381,480,21.87991
480,480,22.071475
207,480,22.252384
-771,480,22.427917
-621,480,22.732522
-600,480,22.988753
-405,480,23.205015
-819,480,23.374225
-873,480,23.545704
-693,48-273,480,118.104136
-246,480,122.94348
-252,480,127.738086
-270,480,132.913331
-270,480,137.738973
-192,480,142.598377
-198,480,147.44761
-315,480,152.310843
-237,480,157.364504
-240,480,162.390765
-225,480,167.249282
-255,480,172.397213
-237,480,177.397464
-222,480,182.379035
-291,480,187.39154
-234,480,192.853192
-213,480,197.891723
-273,480,203.048939
-252,480,208.047061
-225,480,213.076192
-228,480,218.1479
-228,480,223.21699
-207,480,228.414613
-204,480,233.445579
-273,480,238.800819
-219,480,244.223663
-249,480,249.783566
-168,480,255.015123
-249,480,260.250166
-201,480,265.678533
-294,480,271.115613
-267,480,276.348186
-189,480,281.458395
-213,480,286.795582
-267,480,291.951646
-267,480,297.142816
-237,480,302.477222
-252,480,308.07083
-228,480,313.643606
-258,480,318.974202
-189,480,324.549042
-285,480,329.928082
-270,480,335.302562
-267,480,340.956836
-306,480,346.40456
-282,480,351.718134
-234,480,357.060745
-216,480,362.434294
-228,480,367.914847
-180,480,373.831218
-174,480,378.959261
-240,480,384.398324
-180,480,389.878309
-219,480,395.308952
-171,480,400.664668
-279,480,405.996969
-264,480,411.320787
-219,480,416.65382
-252,480,421.998877
-156,480,427.32138
-111,480,433.119226
-141,480,438.530568
-306,480,443.806422
-267,480,449.151702
-276,480,454.602987
-300,480,459.955925
-243,480,465.278814
-171,480,470.652428
-240,480,476.431936
-147,480,481.907276
-84,480,487.367185
-231,480,493.171886
-342,480,498.517363
-195,480,504.014275
-261,480,509.30881
-186,480,514.672446
-228,480,520.122582
-261,480,525.625166
-300,480,530.948133
-165,480,536.31128
-192,480,541.977959
-294,480,547.396003
-303,480,553.320453
-156,480,558.66196
-177,480,564.186659
-240,480,569.634682
-261,480,575.101662
-171,480,580.61043
-237,480,586.092551
-387,480,591.540838
-339,480,596.965369
-195,480,602.399685
