#{"t_start": 1707313169.0450764, "env_id": null}
r,l,t
-957,480,10.687732
-165,480,11.312303
-456,480,11.923724
429,480,12.510148
459,480,13.049689
57,480,13.617189
-543,480,14.021636
342,480,14.477419
-741,480,15.088784
-264,480,16.016092
-582,480,17.051568
-411,480,17.671743
117,480,18.367435
339,480,18.802273
-105,480,19.330421
-45,480,19.946225
-582,480,21.25661
-780,480,22.327846
-729,480,22.960683
-657,480,23.510211
-756,480,24.110607
-510,480,24.687581
303,480,25.108492
-327,480,25.565397
6,480,26.229995
-573,480,26.996608
-204,480,27.666265
-372,480,28.249267
378,480,28.997568
51,480,29.527243
-585,480,30.08344
-54,480,30.637955
-489,480,31.266743
-765,480,31.681162
-183,480,32.200996
438,480,32.538095
345,480,32.816386
63,480,33.106578
240,480,33.364932
-414,480,33.736519
-759,480,34.186318
-534,480,34.467574
-120,480,34.618168
-105,480,34.82513
-138,480,35.042549
-360,480,35.325793
-918,480,35.643941
-819,480,35.988551
351,480,36.311788
-813,480,36.639907
-546,480,36.958624
-807,480,37.258346
93,480,37.507326
-381,480,37.735743
-222,480,37.944745
81,480,38.172686
69,480,38.400152
-789,480,38.664979
-333,480,38.947789
-960,480,39.219447
-780,480,39.459011
-15,480,39.746454
-144,480,40.005764
378,480,40.289521
-126,480,40.644249
-165,480,41.256226
246,480,41.713959
-366,480,42.152785
-576,480,42.37021
180,480,42.557234
270,480,42.712919
42,480,42.912056
-120,480,43.088098
-435,480,43.258475
0,480,43.463049
-480,480,43.642903
-126,480,43.811133
-366,480,44.04334
-282,480,44.507234
-480,480,44.8638
84,480,45.232331
48,480,45.644511
333,480,46.031525
330,480,46.418104
-105,480,46.745314
-132,480,47.056365
-501,480,47.349098
-699,480,47.549596
-585,480,47.77697
-633,480,48.044758
-339,480,48.340966
-591,480,48.56337
-249,480,48.762892
-681,480,48.945976
-153,480,49.151426
-660,480,49.350082
297,480,49.532593
7-198,480,118.805232
-195,480,122.935003
-144,480,127.245526
-84,480,133.522306
-120,480,140.689187
-147,480,144.806915
-108,480,150.177444
-117,480,158.972236
-153,480,165.360724
-117,480,169.461586
-195,480,173.493417
-144,480,177.601915
-105,480,181.588644
-93,480,185.560343
-90,480,189.706326
-102,480,193.763544
-111,480,198.364663
-159,480,202.702775
-159,480,206.839957
-150,480,210.760489
-222,480,214.753468
-138,480,218.962268
-132,480,223.127567
-135,480,227.901043
-129,480,232.295582
-180,480,236.375781
-144,480,240.746149
-126,480,244.845168
-132,480,248.833799
-87,480,253.063018
-108,480,260.193729
-126,480,268.112811
-174,480,274.229982
-81,480,279.229978
-75,480,283.225737
-84,480,287.350123
-96,480,292.270166
-129,480,296.253083
-120,480,300.327822
-93,480,304.462048
-108,480,308.440974
-45,480,316.964172
-72,480,322.756572
-114,480,327.002896
-120,480,331.070534
-96,480,335.14006
-102,480,339.260317
-117,480,343.916629
-123,480,347.972547
-63,480,352.072866
-93,480,356.261554
-102,480,360.127763
-99,480,364.171762
-30,480,368.719278
-114,480,372.804476
-108,480,377.692455
-108,480,383.083768
-105,480,389.52346
-120,480,397.060816
-138,480,406.049725
-126,480,420.230661
-120,480,425.964648
-78,480,430.313251
-111,480,434.499633
-102,480,439.504469
-72,480,443.826801
-54,480,448.530971
-96,480,453.593525
-51,480,457.460307
-114,480,461.780967
-105,480,466.041024
-78,480,470.473895
-81,480,475.012829
-111,480,480.672687
-72,480,486.15712
-57,480,490.258023
-81,480,493.911258
-60,480,498.138474
-117,480,502.936406
-87,480,506.854625
-57,480,511.454141
-90,480,515.385926
-69,480,519.177634
-84,480,523.104245
-48,480,527.499827
-39,480,531.513782
-117,480,535.413734
-78,480,539.621944
-72,480,543.334536
-111,480,547.311993
-66,480,551.312489
3,480,555.130915
-84,480,559.639882
-36,480,563.330457
-84,480,567.429322
-96,480,571.059302
-105,480,574.808404
-69,480,578.447568
-69,480,582.330134
-72,480,586.010926
-87,480,704.331583
-15,480,708.420248
-99,480,712.680349
-39,480,717.023567
-30,480,721.136571
-69,480,725.318347
6,480,729.601388
-33,480,733.753253
-33,480,738.421231
-39,480,743.25471
-9,480,747.667564
-117,480,752.265993
-30,480,756.434355
-36,480,760.495559
-48,480,764.81495
-81,480,768.828838
-93,480,773.013703
-6,480,777.152387
-36,480,781.408312
-54,480,785.318156
-96,480,789.805337
-60,480,793.856892
-15,480,798.577532
-69,480,802.836059
-75,480,806.9355
-72,480,811.409691
-39,480,815.343269
-30,480,819.55343
-42,480,826.211544
-9,480,830.225135
-30,480,833.743719
-48,480,837.638626
-54,480,841.752583
-24,480,846.279873
-48,480,850.099609
-30,480,854.335641
-33,480,859.036447
-57,480,863.796092
-27,480,867.453696
-78,480,871.493685
-54,480,875.412265
27,480,879.377437
-21,480,883.278016
-15,480,886.971911
-48,480,891.086218
-36,480,894.77667
-60,480,898.841873
-90,480,902.677395
3,480,906.338099
-3,480,909.862375
-3,480,913.758771
6,480,917.884664
-3,480,922.320119
15,480,926.020092
24,480,930.285284
-54,480,934.190463
-21,480,938.053248
-6,480,942.140703
-36,480,946.043595
-21,480,949.6111
48,480,953.55259
-54,480,957.741446
-12,480,961.428063
39,480,965.285574
-21,480,969.364888
-21,480,973.16199
-3,480,977.083836
21,480,980.89634
-24,480,984.568789
51,480,988.137773
-30,480,991.824114
24,480,995.287436
-33,480,998.943626
-15,480,1002.552131
-9,480,1006.121637
-30,480,1009.630965
-21,480,1013.255514
-6,480,1017.249935
-39,480,1021.017088
-30,480,1024.830913
3,480,1028.427777
-60,480,1031.969986
-63,480,1035.490447
45,480,1039.646431
15,480,1043.31833
9,480,1046.812117
21,480,1050.959403
0,480,1054.496873
-12,480,1058.146184
3,480,1061.537283
15,480,1065.263241
60,480,1068.83603
-21,480,1072.465196
15,480,1075.943854
-15,480,1079.644312
12,480,1083.193517
-21,480,1086.602524
-33,480,1090.238268
36,480,1094.035325
36,480,1098.12986
15,480,1177.937391
54,480,1182.471972
33,480,1186.41245
57,480,1190.287139
84,480,1193.970736
15,480,1197.89619
30,480,1201.668832
39,480,1205.256075
30,480,1208.907031
21,480,1212.405056
27,480,1216.053235
18,480,1220.833525
-15,480,1225.15668
63,480,1229.403481
51,480,1233.16202
48,480,1238.086493
45,480,1241.873293
54,480,1245.990027
87,480,1249.984019
27,480,1253.970254
69,480,1257.756314
108,480,1261.478702
66,480,1265.224472
45,480,1269.384364
66,480,1272.899966
54,480,1276.774859
12,480,1280.925483
75,480,1284.382889
72,480,1288.005872
69,480,1291.640717
90,480,1295.468923
75,480,1298.896425
15,480,1302.45872
60,480,1306.052878
90,480,1309.727475
69,480,1313.160714
72,480,1316.719859
12,480,1320.411927
78,480,1323.97431
33,480,1327.341634
48,480,1331.029202
87,480,1334.465983
108,480,1338.6629
69,480,1342.23243
78,480,1345.99402
39,480,1349.582604
60,480,1354.27176
57,480,1357.896664
87,480,1361.990669
108,480,1365.613735
75,480,1369.318315
60,480,1372.756302
81,480,1376.412221
123,480,1379.912121
36,480,1383.552281
30,480,1387.280275
120,480,1391.005669
87,480,1394.538665
90,480,1399.044302
90,480,1402.521897
102,480,1406.164486
90,480,1409.818841
84,480,1413.449246
105,480,1416.990647
138,480,1420.586544
69,480,1424.146427
99,480,1427.802676
33,480,1431.76319
102,480,1435.408873
75,480,1439.02068
135,480,1442.568873
87,480,1446.185656
111,480,1449.87297
90,480,1453.285314
156,480,1457.333937
111,480,1461.271775
111,480,1464.923914
57,480,1468.349369
126,480,1472.187005
99,480,1475.92804
72,480,1479.828096
102,480,1483.299482
117,480,1487.008956
108,480,1490.568697
141,480,1494.009566
69,480,1497.568613
78,480,1501.266124
138,480,1504.786958
147,480,1508.306269
108,480,1511.959307
84,480,1515.659461
123,480,1519.947113
111,480,1523.437162
99,480,1527.111132
156,480,1530.771812
105,480,1534.177455
123,480,1537.782146
147,480,1541.376625
90,480,1545.19378
93,480,1548.568918
129,480,1639.258835
123,480,1644.626224
156,480,1649.709332
123,480,1654.724786
165,480,1659.412065
114,480,1663.511797
132,480,1667.375408
132,480,1671.193098
90,480,1675.123422
123,480,1679.028013
138,480,1682.799056
144,480,1687.191023
177,480,1690.881043
120,480,1695.568607
123,480,1701.618026
141,480,1706.631268
150,480,1711.319045
75,480,1715.834129
87,480,1721.021555
153,480,1725.770617
165,480,1731.001529
156,480,1736.437435
162,480,1741.100098
177,480,1745.210002
159,480,1749.19312
123,480,1753.490186
177,480,1759.71032
144,480,1763.470546
111,480,1767.931488
144,480,1772.30475
192,480,1776.859141
186,480,1780.772065
117,480,1784.616504
150,480,1788.723509
195,480,1792.771439
150,480,1796.725537
111,480,1800.800142
165,480,1804.955019
111,480,1809.193855
162,480,1813.005369
180,480,1817.764933
180,480,1822.615364
108,480,1826.553186
129,480,1830.411581
189,480,1835.083696
192,480,1839.709128
126,480,1843.443464
126,480,1847.905713
138,480,1851.864791
162,480,1855.928399
168,480,1860.407628
186,480,1864.73313
228,480,1868.919042
132,480,1872.838292
177,480,1877.715726
159,480,1881.998391
219,480,1886.26676
186,480,1890.276938
216,480,1894.349378
222,480,1898.174966
123,480,1902.126919
195,480,1906.00256
189,480,1909.825371
174,480,1914.313443
159,480,1922.647201
186,480,1929.488166
201,480,1936.305663
204,480,1942.603603
117,480,1948.024951
192,480,1953.705568
222,480,1959.404328
186,480,1964.139252
192,480,1969.400717
165,480,1976.002316
165,480,1979.871212
156,480,1983.718813
225,480,1987.519653
213,480,1991.474272
207,480,1995.330762
219,480,2000.707929
225,480,2007.236829
228,480,2018.195433
234,480,2026.3502
243,480,2031.905035
213,480,2037.349232
141,480,2042.092177
243,480,2046.271499
216,480,2050.505758
156,480,2054.505553
216,480,2060.909302
228,480,2064.889889
222,480,2068.750466
171,480,2073.945494
207,480,2078.471922
222,480,2082.762469
198,480,2086.841086
219,480,2091.262882
219,480,2095.944535
171,480,2099.949063
219,480,2103.884566
231,480,2194.669644
222,480,2200.196311
201,480,2204.333732
228,480,2208.13132
237,480,2212.099507
246,480,2217.558675
222,480,2221.771442
210,480,2225.878375
159,480,2230.403607
231,480,2234.333853
258,480,2239.258629
216,480,2243.436746
219,480,2247.679244
186,480,2252.284294
198,480,2257.146096
213,480,2261.707
231,480,2266.805838
210,480,2271.620929
270,480,2276.164964
210,480,2279.865533
222,480,2283.584497
255,480,2287.237039
228,480,2291.16247
240,480,2294.897
285,480,2299.896484
231,480,2303.787997
243,480,2307.793652
249,480,2311.788912
258,480,2315.61087
237,480,2319.854777
270,480,2323.974233
252,480,2328.131435
225,480,2331.832798
261,480,2335.583939
240,480,2339.302541
198,480,2343.174494
237,480,2346.803336
249,480,2350.749148
249,480,2354.55306
252,480,2359.096954
231,480,2362.858176
270,480,2366.431458
207,480,2370.365754
267,480,2374.068415
258,480,2377.692885
237,480,2381.546756
216,480,2385.396477
270,480,2389.006324
234,480,2392.607844
255,480,2396.312739
267,480,2400.068325
255,480,2403.865184
225,480,2407.411686
255,480,2411.162335
252,480,2414.887973
267,480,2419.223071
297,480,2422.890857
255,480,2426.541791
267,480,2430.622323
234,480,2434.271548
243,480,2437.912347
246,480,2442.21273
255,480,2446.44348
282,480,2450.231081
255,480,2454.068298
204,480,2457.804449
276,480,2462.223308
273,480,2466.021832
279,480,2469.912099
279,480,2473.622172
261,480,2478.147588
294,480,2482.021824
267,480,2486.17759
294,480,2490.255551
240,480,2494.521183
258,480,2498.346078
249,480,2502.46837
300,480,2509.526181
270,480,2515.233577
306,480,2519.018357
339,480,2523.047184
279,480,2526.920922
288,480,2530.87845
297,480,2534.724302
270,480,2539.551661
306,480,2544.5103
282,480,2548.517428
309,480,2552.56782
252,480,2557.053562
312,480,2561.059115
294,480,2564.927562
324,480,2568.543403
279,480,2572.392444
282,480,2577.009942
285,480,2581.303517
288,480,2585.053283
264,480,2588.881323
288,480,2592.958361
279,480,2597.123717
294,480,2601.583792
336,480,2676.091364
318,480,2680.340269
279,480,2683.99823
291,480,2688.131109
291,480,2692.49283
282,480,2696.648425
312,480,2701.016259
318,480,2705.271856
309,480,2709.44666
249,480,2714.197518
297,480,2719.531532
354,480,2723.318786
303,480,2727.381322
321,480,2732.565976
309,480,2736.803227
306,480,2740.705242
309,480,2744.63061
339,480,2749.053165
288,480,2752.9698
276,480,2757.177523
321,480,2761.677106
312,480,2765.474784
342,480,2769.217751
309,480,2773.006055
318,480,2777.028965
330,480,2781.188501
330,480,2785.004014
357,480,2788.615045
345,480,2793.123045
330,480,2797.06882
297,480,2802.515664
327,480,2809.922902
309,480,2814.376153
324,480,2818.353339
318,480,2822.135137
315,480,2826.439013
321,480,2830.321441
315,480,2834.182956
387,480,2838.705093
339,480,2842.552995
327,480,2846.443223
324,480,2850.834439
366,480,2854.72435
312,480,2859.318512
306,480,2863.346727
318,480,2867.177679
345,480,2871.27203
318,480,2875.049728
357,480,2878.928258
321,480,2882.731521
294,480,2886.599777
333,480,2890.350092
375,480,2894.149219
342,480,2898.613971
360,480,2902.623366
357,480,2906.318638
351,480,2910.105426
309,480,2913.847239
345,480,2917.782357
327,480,2921.553478
369,480,2925.475246
342,480,2929.211129
354,480,2933.146251
396,480,2936.927437
393,480,2940.790812
372,480,2944.51671
384,480,2948.607822
381,480,2952.696604
339,480,2958.27183
321,480,2963.240179
369,480,2968.150226
387,480,2972.517514
396,480,2978.452716
351,480,2985.255383
354,480,2990.554136
381,480,2998.061257
318,480,3003.418488
381,480,3008.523531
357,480,3013.592024
360,480,3018.895798
348,480,3025.268641
381,480,3032.487528
375,480,3039.863998
423,480,3046.012441
381,480,3052.480513
