#{"t_start": 1689835377.3860748, "env_id": null}
r,l,t
-30,480,4.428876
-564,480,4.612384
-882,480,4.792902
-519,480,4.968431
225,480,5.152938
-48,480,5.327471
-642,480,5.513976
57,480,5.713441
-69,480,5.866032
-261,480,6.055525
-30,480,6.238036
-489,480,6.425536
-531,480,6.593088
-492,480,6.760639
-657,480,6.965092
-159,480,7.121674
-402,480,7.289226
-738,480,7.466751
267,480,7.664223
-357,480,7.842744
-270,480,8.022265
-303,480,8.220734
-348,480,8.388286
-744,480,8.582765
-39,480,8.777246
-864,480,8.946793
-666,480,9.147257
-144,480,9.346723
-330,480,9.519262
-36,480,9.704767
93,480,9.887278
-615,480,10.081758
-330,480,10.255293
-87,480,10.442793
-858,480,10.596383
-186,480,10.771913
-579,480,10.950474
-531,480,11.132946
-786,480,11.305485
102,480,11.489991
-315,480,11.670509
-231,480,11.859004
-474,480,12.049497
-663,480,12.233006
204,480,12.445439
-711,480,12.630942
-702,480,12.831405
327,480,13.023893
372,480,13.208398
-234,480,13.396893
-810,480,13.591372
-84,480,13.785852
-411,480,13.987313
-801,480,14.185783
159,480,14.363309
216,480,14.549809
-252,480,14.724342
-789,480,14.901867
-702,480,15.087373
-273,480,15.25991
-696,480,15.440427
-525,480,15.650865
-288,480,15.834376
-771,480,16.026859
-192,480,16.204384
96,480,16.382907
-762,480,16.584368
318,480,16.770869
-24,480,16.944405
-69,480,17.126917
-750,480,17.290479
-696,480,17.459029
-390,480,17.649519
381,480,17.81009
-111,480,18.012549
-597,480,18.201044
-231,480,18.380564
-483,480,18.552107
-492,480,18.713673
-120,480,18.895189
-432,480,19.087674
-288,480,19.265199
-300,480,19.452698
174,480,19.645184
165,480,19.836672
78,480,20.01619
-381,480,20.192719
-402,480,20.378222
-573,480,20.566718
-534,480,20.759203
-588,480,20.919774
-687,480,21.090318
-576,480,21.273827
21,480,21.449358
315,480,21.636896
291,480,21.821362
-513,480,21.998888
-51,480,22.192371
-1-288,480,121.855629
-228,480,126.750539
-195,480,131.475902
-183,480,136.380786
-150,480,141.286665
-171,480,146.137692
-147,480,150.996699
-129,480,155.808829
-225,480,160.754603
-120,480,165.712345
-162,480,171.119884
-132,480,176.063663
-120,480,180.986498
-78,480,186.235461
-129,480,191.184226
-33,480,196.071158
-141,480,200.927172
-183,480,205.853996
-183,480,210.678095
-192,480,215.623869
-162,480,220.609536
-135,480,225.569273
-117,480,231.012716
-180,480,235.960484
-159,480,240.889303
-168,480,246.116324
-99,480,251.000263
-138,480,256.048762
-93,480,261.069336
-177,480,266.08193
-123,480,271.155363
-123,480,276.332518
-132,480,281.420911
-135,480,286.67486
-111,480,292.271892
-105,480,297.383224
-123,480,302.497546
-66,480,307.600899
-99,480,312.705248
-84,480,317.810594
-69,480,322.899984
-105,480,328.070159
-159,480,333.044854
-135,480,338.109312
-117,480,343.269511
-177,480,348.733899
-165,480,354.179337
-123,480,359.3156
-66,480,364.492755
-120,480,369.623035
-108,480,374.808169
-90,480,379.898556
-144,480,385.007892
-81,480,390.197016
-99,480,395.261472
-78,480,400.416685
-87,480,405.58287
-87,480,411.735415
-96,480,416.867691
-78,480,422.025898
-132,480,427.15119
-126,480,432.43506
-69,480,437.563346
-132,480,442.703599
-117,480,447.866792
-96,480,453.111766
-57,480,458.222098
-111,480,463.441141
-156,480,468.979331
-54,480,474.384875
-69,480,479.549064
-87,480,485.061324
-42,480,490.27139
-93,480,495.555259
-111,480,500.868052
-90,480,506.057174
-69,480,511.303146
-75,480,516.554103
-99,480,521.71231
-105,480,526.959278
-105,480,532.842544
-90,480,538.048622
-48,480,543.277638
-93,480,548.60938
-135,480,553.861335
-144,480,559.210031
-93,480,564.421095
-54,480,569.659087
-45,480,575.047678
-39,480,580.425297
-42,480,585.681239
-72,480,591.577471
-57,480,596.898243
-15,480,602.187099
-42,480,607.587657
-57,480,612.878508
-87,480,618.195289
-66,480,623.493122
-48,480,628.822868
-111,480,634.032935
-33,480,749.550034
18,480,754.954582
-45,480,760.272361
-108,480,765.609088
-21,480,771.618019
-42,480,776.922832
-48,480,782.371262
-42,480,787.947351
-21,480,793.406749
-45,480,798.752454
-39,480,804.148025
-30,480,809.527638
18,480,814.984047
-21,480,820.505282
-60,480,825.953711
9,480,832.037441
-75,480,837.61353
9,480,843.208567
-63,480,848.689909
-69,480,854.206156
-42,480,859.807178
-12,480,865.619635
-72,480,871.268527
-36,480,878.386492
-15,480,884.862175
-21,480,891.849489
12,480,898.281289
-51,480,904.560496
-36,480,910.164511
-54,480,915.846316
-39,480,921.460301
-72,480,927.068307
-3,480,932.665337
12,480,938.390028
-63,480,943.964121
-6,480,950.190471
-24,480,955.968019
-12,480,961.732603
30,480,967.33562
-42,480,973.013435
3,480,978.74411
-33,480,984.587483
-33,480,990.202467
-81,480,995.899234
-69,480,1001.561091
3,480,1007.538108
-51,480,1013.693646
-18,480,1019.387419
-27,480,1025.241764
-39,480,1031.08414
-54,480,1036.777913
-33,480,1042.543495
3,480,1048.350963
-48,480,1054.226252
-30,480,1059.908057
-45,480,1065.67264
-33,480,1072.104442
-27,480,1078.047547
24,480,1083.839059
6,480,1089.641542
-51,480,1095.440036
12,480,1101.406082
-39,480,1107.215544
-33,480,1113.070887
15,480,1118.945176
12,480,1124.964081
27,480,1131.29116
15,480,1137.099627
-9,480,1143.02578
6,480,1149.005788
-63,480,1154.940915
-18,480,1160.842133
27,480,1166.77826
6,480,1172.949754
63,480,1178.891864
-3,480,1184.808043
-3,480,1191.273751
-15,480,1197.269717
27,480,1203.165948
-39,480,1209.045226
18,480,1214.98933
-12,480,1221.029178
3,480,1227.046088
36,480,1232.97922
30,480,1239.0819
-3,480,1245.451865
-9,480,1252.651611
42,480,1259.13627
36,480,1266.000911
39,480,1273.551719
42,480,1280.651732
12,480,1286.68759
36,480,1292.788275
45,480,1298.845078
63,480,1304.893902
15,480,1311.509211
-36,480,1317.638818
15,480,1323.902069
57,480,1330.114456
30,480,1336.269994
27,480,1452.734537
54,480,1458.923985
30,480,1464.933913
45,480,1471.039585
39,480,1477.239006
108,480,1483.474332
15,480,1490.040772
21,480,1496.229222
36,480,1502.333896
12,480,1508.645018
27,480,1514.87835
48,480,1521.035882
30,480,1527.143549
36,480,1533.429738
33,480,1539.625169
42,480,1545.765749
63,480,1552.451867
12,480,1558.636329
90,480,1564.809819
42,480,1571.022206
72,480,1577.319366
27,480,1583.587603
36,480,1589.793008
72,480,1596.058253
51,480,1602.235733
90,480,1608.590739
66,480,1615.095343
36,480,1621.311719
63,480,1627.540063
72,480,1633.843206
78,480,1640.216163
75,480,1646.502352
48,480,1652.722719
48,480,1659.075729
48,480,1665.374883
60,480,1672.126826
69,480,1678.37412
36,480,1684.73411
45,480,1691.055207
72,480,1697.393257
105,480,1703.733303
81,480,1709.972617
45,480,1716.328619
108,480,1722.685619
9,480,1729.403655
33,480,1735.832461
144,480,1742.154554
57,480,1748.46468
78,480,1754.927396
84,480,1761.306337
78,480,1767.898707
36,480,1774.274657
105,480,1780.591764
75,480,1787.011595
78,480,1793.833352
75,480,1800.251189
51,480,1806.658054
57,480,1813.069908
102,480,1819.41494
63,480,1825.806846
54,480,1832.174817
129,480,1838.614595
120,480,1844.974587
153,480,1851.918019
75,480,1858.303941
51,480,1864.79159
99,480,1871.245332
132,480,1877.739964
123,480,1884.115913
123,480,1890.418084
72,480,1896.7222
114,480,1903.037312
105,480,1909.839122
96,480,1916.420522
90,480,1922.793478
75,480,1929.07867
84,480,1935.414727
75,480,1941.813615
147,480,1948.19056
93,480,1954.513652
81,480,1960.910544
99,480,1967.439085
93,480,1974.165097
102,480,1980.489186
159,480,1986.887076
102,480,1993.299927
78,480,1999.630996
93,480,2006.043846
129,480,2012.439742
117,480,2018.954319
69,480,2025.367172
165,480,2032.223834
102,480,2038.605767
126,480,2045.033577
189,480,2051.358662
108,480,2057.762537
126,480,2064.201318
132,480,2070.560312
117,480,2076.979147
84,480,2083.411943
99,480,2197.964602
108,480,2204.536026
132,480,2211.458514
120,480,2217.848425
108,480,2224.578429
102,480,2231.078046
63,480,2237.550737
96,480,2243.926686
144,480,2250.412341
141,480,2256.901987
138,480,2263.350742
144,480,2270.172498
81,480,2276.679098
159,480,2283.175724
132,480,2289.603534
150,480,2295.981478
114,480,2302.440205
114,480,2308.92985
165,480,2315.347687
183,480,2321.814394
120,480,2328.581298
162,480,2335.388095
174,480,2341.863777
108,480,2348.212799
123,480,2354.720395
186,480,2361.314759
147,480,2367.692703
120,480,2374.14844
162,480,2380.69593
174,480,2387.321213
192,480,2394.195827
78,480,2400.645579
138,480,2407.131235
123,480,2413.677727
147,480,2420.1943
132,480,2426.726832
123,480,2433.277313
126,480,2439.897609
