#{"t_start": 1689858971.7352142, "env_id": null}
r,l,t
-693,480,5.573562
-381,480,5.74806
-378,480,5.909666
453,480,6.098122
234,480,6.292648
132,480,6.475152
-483,480,6.66166
-510,480,6.811216
-690,480,6.999711
-375,480,7.178234
345,480,7.361783
21,480,7.570221
-684,480,7.741766
-645,480,7.921246
276,480,8.092788
-27,480,8.305262
-111,480,8.508675
-375,480,8.709141
-474,480,8.882711
-594,480,9.069177
240,480,9.259705
-429,480,9.484067
-681,480,9.685528
-513,480,9.887988
-591,480,10.094475
-240,480,10.312851
162,480,10.521328
36,480,10.714776
-615,480,10.903305
-783,480,11.128669
390,480,11.337153
-207,480,11.527602
-678,480,11.710114
-447,480,11.926536
-333,480,12.126036
-330,480,12.31749
210,480,12.668551
-831,480,13.04654
-747,480,13.359704
231,480,13.66788
-918,480,13.977052
-855,480,14.301185
-450,480,14.570466
-189,480,14.814813
-213,480,15.040242
-558,480,15.246657
30,480,15.479035
75,480,15.708459
-24,480,15.907926
333,480,16.082421
-909,480,16.282887
-18,480,16.481394
111,480,16.661907
-441,480,16.848412
156,480,17.039901
30,480,17.230353
-417,480,17.407876
297,480,17.611333
306,480,17.797873
-12,480,17.997301
-144,480,18.210729
-612,480,18.412231
294,480,18.602683
72,480,18.784236
-291,480,18.958762
-750,480,19.127318
-327,480,19.307835
-732,480,19.508298
-102,480,19.706769
120,480,19.881301
270,480,20.052805
-363,480,20.239307
-63,480,20.414881
321,480,20.605365
258,480,20.790868
-420,480,20.983355
-933,480,21.179792
-480,480,21.347379
201,480,21.535837
-762,480,21.727362
480,480,21.915858
324,480,22.097336
480,480,22.286831
480,480,22.461396
228,480,22.639887
-309,480,22.842376
-657,480,23.0458
177,480,23.248296
-216,480,23.408828
-372,480,23.594332
-717,480,23.778884
207,480,23.963346
-705,480,24.166801
72,480,24.357292
-810,480,24.546824
-111,480,24.761251
192,480,24.943759
-465,480,25.126238
186,-252,480,126.273552
-249,480,131.137545
-207,480,135.942694
-234,480,140.821647
-231,480,145.724535
-216,480,150.696241
-228,480,156.002051
-273,480,161.192172
-216,480,166.167864
-246,480,171.208384
-210,480,176.081353
-219,480,181.095943
-162,480,186.080613
-147,480,191.079246
-144,480,195.97615
-186,480,200.954835
-126,480,205.932525
-246,480,211.04186
-189,480,216.471341
-150,480,221.555743
-204,480,226.469602
-174,480,231.461254
-189,480,236.424979
-117,480,241.363772
-198,480,246.312537
-126,480,253.266939
-120,480,258.150878
-93,480,263.084684
-147,480,268.084314
-156,480,273.51579
-117,480,279.175652
-105,480,284.258061
-153,480,289.320522
-162,480,294.31716
-162,480,299.352693
-222,480,304.416153
-147,480,309.542444
-174,480,314.660756
-90,480,319.890769
-225,480,324.964202
-186,480,330.082515
-180,480,335.486065
-111,480,340.83077
-75,480,345.854338
-129,480,350.899844
-72,480,355.995217
-132,480,361.167385
-105,480,366.243811
-183,480,371.296299
-135,480,376.771656
-81,480,381.928864
-81,480,387.480019
-171,480,392.682106
-171,480,398.531466
-105,480,403.589936
-168,480,408.761108
-129,480,413.990124
-150,480,419.229113
-183,480,424.457132
-210,480,429.610352
-132,480,434.78651
-165,480,439.997573
-147,480,445.108904
-147,480,450.336923
-159,480,456.034687
-108,480,461.469153
-150,480,466.72011
-87,480,471.94015
-147,480,477.158196
-108,480,482.52285
-87,480,487.762837
-90,480,492.979886
-144,480,498.208902
-81,480,503.467836
-108,480,508.763674
-72,480,514.010643
-150,480,519.780216
-102,480,525.131902
-99,480,530.373884
-81,480,535.590932
-132,480,540.90871
-132,480,546.157674
-90,480,551.46149
-96,480,556.73439
-117,480,561.922515
