#{"t_start": 1689272199.8989885, "env_id": null}
r,l,t
219,480,19.685663
207,480,19.972893
-201,480,20.266111
-786,480,20.469591
-777,480,20.67505
-777,480,20.868532
246,480,21.057028
-774,480,21.226543
-366,480,21.520756
-348,480,21.755129
-132,480,21.998479
-378,480,22.189967
-24,480,22.406388
393,480,22.573939
-645,480,22.736506
327,480,22.895084
-204,480,23.249134
123,480,23.700927
-708,480,24.054981
-741,480,24.298329
-564,480,24.555641
-882,480,24.940614
3,480,25.217873
-891,480,25.552978
432,480,25.720143
234,480,25.995105
-108,480,26.353006
-843,480,26.563445
-876,480,26.868629
201,480,27.089039
-426,480,27.38026
-864,480,27.622622
-315,480,27.910843
-534,480,28.096347
-819,480,28.3756
-786,480,28.671814
-366,480,28.974998
459,480,29.30312
306,480,29.491615
-300,480,29.790815
-291,480,29.97632
-15,480,30.183764
105,480,30.39121
-579,480,30.631568
-33,480,30.824053
237,480,31.044464
-756,480,31.319731
-819,480,31.596988
-339,480,31.978965
-15,480,32.378896
216,480,32.749906
-807,480,33.016191
-144,480,33.22962
132,480,33.542785
297,480,33.754218
-444,480,34.024495
-591,480,34.253883
-621,480,34.576021
213,480,34.775157
-291,480,35.023355
-780,480,35.186772
390,480,35.372982
-741,480,35.661039
-231,480,35.851156
-729,480,36.070818
-375,480,36.248324
-762,480,36.417957
-135,480,36.587431
-270,480,36.730563
-81,480,36.9566
-72,480,37.133189
-105,480,37.280001
-192,480,37.44159
-534,480,37.589671
-729,480,37.776677
-585,480,37.984438
-555,480,38.168693
-360,480,38.31583
-726,480,38.451415
-441,480,38.589002
414,480,38.756554
435,480,38.920457
-168,480,39.080706
-711,480,39.240167
-564,480,39.387787
-228,480,39.531402
-132,480,39.722892
312,480,39.922923
-435,480,40.172379
-369,480,40.341773
207,480,40.486798
-687,480,40.631939
-606,480,40.77783
-699,480,40.922894
-678,480,41.138315
312,480,41.296741
-318,480,41.448747
-300,480,41.593334
144,480,41.759016
-204,480,41.938368
-189,480,42.124872
-420,480,42.34-303,480,248.916997
-240,480,252.237121
-282,480,255.549264
-315,480,259.842792
-225,480,263.411253
-240,480,266.740349
-216,480,270.253955
-216,480,273.759585
-282,480,277.414812
-246,480,282.967962
-210,480,287.93764
-285,480,291.462181
-321,480,295.487553
-357,480,300.16109
-231,480,304.526385
-279,480,309.185929
-228,480,312.900993
-267,480,316.439533
-246,480,320.655261
-249,480,323.977412
-327,480,327.447102
-231,480,330.809142
-243,480,334.252903
-291,480,337.84131
-186,480,341.322003
-165,480,344.829658
-156,480,348.451938
-237,480,351.940611
-327,480,355.461231
-222,480,358.906987
-225,480,362.66796
-213,480,366.898618
-210,480,370.832135
-198,480,374.379651
-225,480,378.362965
-192,480,382.051143
-192,480,385.543765
-231,480,389.03643
-300,480,392.645778
-276,480,396.161378
-288,480,399.728838
-282,480,403.355144
-186,480,406.904652
-249,480,410.379361
-210,480,413.878007
-207,480,417.459465
-198,480,421.050828
-231,480,424.545486
-216,480,428.15986
-171,480,431.758202
-162,480,435.803384
-171,480,440.370175
-306,480,444.809305
-168,480,448.484478
-261,480,451.812616
-309,480,455.208501
-297,480,458.610404
-246,480,462.081158
-189,480,465.548854
-252,480,469.065479
-336,480,472.431487
-330,480,476.93975
-261,480,483.329351
-243,480,489.417532
-324,480,495.39608
-225,480,502.67148
-270,480,508.429639
-117,480,514.286081
-270,480,520.221887
-321,480,526.469582
-384,480,532.168066
-267,480,537.876308
-69,480,544.764164
-297,480,551.216084
-294,480,557.203466
-246,480,564.318573
-333,480,570.235759
-306,480,576.541358
-228,480,582.480752
-123,480,588.483612
-264,480,594.631759
-300,480,600.823899
-384,480,608.174768
-255,480,616.503421
-72,480,623.775153
-294,480,629.902745
-249,480,635.768924
-177,480,641.897927
-357,480,648.073223
-375,480,654.374817
-327,480,660.39203
-294,480,666.403878
-42,480,672.567832
-345,480,679.45228
-291,480,685.895491
-186,480,691.737009
-189,480,697.69103
-165,480,703.923962
-237,480,709.88476
-195,480,715.758864
-237,480,843.373383
-150,480,849.818622
-207,480,855.614187
-249,480,863.034479
-231,480,869.117079
-330,480,875.108744
-213,480,881.015868
-291,480,886.900747
-216,480,892.753532
-264,480,898.777373
-75,480,904.615878
-207,480,910.483483
-234,480,916.421833
-342,480,923.809013
-279,480,929.737046
-285,480,936.008948
-348,480,942.112867
-345,480,948.195827
-234,480,954.442664
-228,480,960.700727
-288,480,966.572301
-177,480,972.560808
-171,480,979.470775
-183,480,986.468707
-291,480,992.918951
-225,480,999.005768
-204,480,1004.960109
-75,480,1010.811873
-249,480,1016.856676
-168,480,1023.034647
-351,480,1029.064289
-258,480,1034.896852
-261,480,1041.893175
-102,480,1047.469637
-318,480,1051.607572
-273,480,1058.992801
-201,480,1063.604648
-180,480,1068.037795
-138,480,1072.333311
-276,480,1076.590927
-219,480,1080.87547
-93,480,1085.198911
-216,480,1089.486448
-186,480,1093.708159
