#{"t_start": 1689252268.002361, "env_id": null}
r,l,t
-843,480,7.078164
-129,480,7.247742
-312,480,7.401333
-12,480,7.544915
-633,480,7.687532
462,480,7.812199
21,480,7.941885
315,480,8.078489
-336,480,8.22114
-939,480,8.36675
-291,480,8.503384
-351,480,8.633005
129,480,8.757706
360,480,8.94517
-468,480,9.246366
330,480,9.46877
-465,480,9.636322
87,480,9.776978
75,480,9.910589
-315,480,10.047259
-456,480,10.191871
-312,480,10.33645
-771,480,10.493032
273,480,10.63368
-327,480,10.767331
375,480,10.902938
-837,480,11.135315
-372,480,11.479395
-603,480,11.701799
-72,480,11.852436
-630,480,12.005024
-630,480,12.159615
-618,480,12.304226
-87,480,12.454819
-741,480,12.585437
-306,480,12.721108
-372,480,12.844352
-939,480,12.973007
-615,480,13.110605
-327,480,13.269181
-12,480,13.414793
-261,480,13.552459
-774,480,13.682114
351,480,13.809781
-126,480,13.933406
-672,480,14.081013
309,480,14.391182
-798,480,14.599626
-813,480,14.803118
-726,480,14.95667
-777,480,15.125221
-693,480,15.281833
324,480,15.429441
-381,480,15.573022
-615,480,15.72761
-288,480,15.868236
-666,480,16.005865
-825,480,16.154467
-132,480,16.30008
-177,480,16.442732
81,480,16.574346
-546,480,16.702006
-687,480,16.824712
-510,480,16.948344
-474,480,17.176735
-600,480,17.472942
-939,480,17.657451
-480,480,17.805835
-72,480,17.937446
-276,480,18.075079
-201,480,18.217699
-852,480,18.361313
-918,480,18.498946
-831,480,18.640598
-834,480,18.768224
-537,480,18.890898
-33,480,19.029526
237,480,19.193091
-339,480,19.345682
-480,480,19.503292
312,480,19.705717
237,480,19.988961
-597,480,20.241288
-801,480,20.416819
225,480,20.583411
-702,480,20.728017
381,480,20.866614
219,480,21.01422
-309,480,21.170803
-330,480,21.326388
210,480,21.477981
-705,480,21.618636
-822,480,21.75823
-870,480,21.878939
3,480,22.009561
-795,480,22.144199
-549,480,22.278839
66,480,22.4194-270,480,96.145008
-198,480,100.576161
-249,480,104.263305
-294,480,107.930499
-216,480,111.935788
-333,480,119.443183
-252,480,125.039221
-297,480,129.770633
-288,480,134.251653
-222,480,139.900551
-198,480,144.701715
-213,480,150.269825
-231,480,156.355553
-189,480,161.554653
-222,480,165.402364
-288,480,169.921281
-288,480,173.817864
-213,480,177.74337
-276,480,181.719735
-264,480,185.27124
-282,480,195.855939
-186,480,201.886814
-339,480,207.91769
-291,480,212.489466
-135,480,217.736437
-297,480,222.797904
-312,480,229.057169
-291,480,236.057453
-162,480,241.997569
-141,480,247.390195
-255,480,252.229257
-168,480,256.71626
-231,480,261.156389
-342,480,267.019732
-171,480,276.924229
-132,480,289.735976
-279,480,297.292311
-228,480,302.550253
-384,480,307.288585
-270,480,315.809733
-318,480,320.78842
-204,480,326.125153
-252,480,332.694588
-297,480,337.793961
-189,480,344.863052
-174,480,351.048514
-144,480,356.943752
-231,480,362.479949
-309,480,368.200659
-336,480,373.425686
-159,480,378.25178
-300,480,384.203867
-291,480,389.287275
-282,480,393.834116
-333,480,400.974027
-285,480,408.913799
-174,480,419.701953
-216,480,427.419318
-249,480,435.047922
-117,480,440.166236
-117,480,444.994326
-300,480,449.621955
-201,480,454.705364
-288,480,460.133849
-123,480,465.575303
-165,480,469.805991
-237,480,475.212535
-312,480,479.286643
-363,480,484.084052
-270,480,488.995922
-357,480,493.893825
-306,480,501.908396
-282,480,509.87113
-297,480,516.658981
-231,480,523.619372
-153,480,529.161724
-162,480,537.108481
-264,480,542.853119
-141,480,549.093433
-228,480,553.591405
-336,480,557.874954
-246,480,562.579375
-153,480,566.961657
-168,480,571.587291
-129,480,576.208933
-105,480,583.065599
-27,480,588.693558
-156,480,593.472774
-141,480,597.961771
-105,480,603.170843
-102,480,609.2857
-93,480,614.124761
-84,480,621.121054
-138,480,626.58345
-126,480,630.909881
-78,480,634.77355
-9,480,640.106292
-87,480,645.179729
-105,480,652.388454
-66,480,657.936619
-69,480,755.150168
-57,480,760.503852
-78,480,764.676697
-135,480,768.575271
-114,480,772.843858
-108,480,776.688578
-123,480,780.523327
-75,480,784.487726
-123,480,789.099398
-108,480,794.033204
-45,480,799.564681
-72,480,803.616988
-108,480,807.601092
-57,480,812.031248
-72,480,816.485338
-84,480,820.947406
-81,480,824.894853
-75,480,829.016832
-81,480,833.034091
-81,480,837.05135
-54,480,841.066614
-138,480,845.099831
-81,480,849.233776
-132,480,853.223112
-15,480,857.569491
-42,480,861.647587
-102,480,865.846361
-21,480,869.841676
-36,480,874.095304
-39,480,878.798727
-42,480,882.943644
-36,480,886.944947
-66,480,891.038002
-48,480,895.08618
-45,480,899.179235
-39,480,903.480734
-18,480,907.5708
-57,480,911.817443
-87,480,915.961366
-72,480,920.086335
-36,480,924.373871
39,480,928.474908
-54,480,934.008112
-69,480,939.771702
-39,480,945.113419
-27,480,950.168902
-69,480,955.115676
-45,480,959.992637
-42,480,964.831699
-6,480,968.947692
-36,480,973.070671
-9,480,977.262461
-57,480,981.440295
-54,480,985.653027
-66,480,989.77401
-33,480,993.962809
-45,480,998.729066
-36,480,1003.042531
-33,480,1007.115641
-36,480,1011.301452
-54,480,1015.621897
-81,480,1019.814688
-99,480,1024.112197
-18,480,1028.35585
-39,480,1032.456885
-24,480,1036.774343
-21,480,1041.420919
-69,480,1045.601739
-21,480,1049.826443
-42,480,1054.268569
24,480,1059.260221
-24,480,1064.063377
15,480,1068.484557
-42,480,1072.813982
-75,480,1077.128445
33,480,1081.530676
12,480,1085.84913
-3,480,1090.644308
-12,480,1095.103385
-30,480,1099.396908
-12,480,1103.850997
-33,480,1108.458677
-24,480,1113.294746
-15,480,1118.766117
0,480,1123.409704
-15,480,1128.104839
33,480,1132.668634
-42,480,1137.146663
-54,480,1141.715447
21,480,1146.282237
39,480,1150.730342
24,480,1155.326054
0,480,1159.790119
6,480,1164.414757
-27,480,1168.74222
-39,480,1173.294013
-12,480,1178.221837
9,480,1182.874399
-21,480,1187.284606
-36,480,1191.796542
33,480,1267.834353
-48,480,1272.405131
-9,480,1277.092623
-33,480,1281.62149
9,480,1286.229169
9,480,1290.706199
-57,480,1295.202179
6,480,1300.388312
69,480,1304.90025
-21,480,1309.451082
78,480,1314.000915
24,480,1318.673423
27,480,1323.194334
-78,480,1327.824953
-27,480,1332.292009
15,480,1336.808933
42,480,1341.287956
24,480,1345.899627
-3,480,1350.279915
3,480,1354.876624
-3,480,1359.996934
27,480,1364.559734
6,480,1368.927057
-24,480,1373.451959
-51,480,1378.037698
57,480,1382.51772
9,480,1387.105454
18,480,1391.759011
-15,480,1396.520281
-42,480,1401.222707
-6,480,1405.839364
-30,480,1410.191726
42,480,1414.812372
30,480,1421.115656
63,480,1426.754578
51,480,1431.497897
63,480,1436.90145
15,480,1441.384462
6,480,1446.076916
51,480,1452.371444
21,480,1457.047937
-48,480,1461.504025
27,480,1465.699806
-12,480,1469.934483
36,480,1474.172153
78,480,1478.953369
-15,480,1483.215972
72,480,1487.376848
114,480,1491.998489
69,480,1496.237157
84,480,1500.326223
51,480,1504.5609
36,480,1508.763664
39,480,1513.143952
63,480,1517.466396
48,480,1521.648214
12,480,1525.916801
39,480,1530.104604
39,480,1534.51581
75,480,1539.366839
0,480,1543.588553
