#{"t_start": 1689783071.4234295, "env_id": null}
r,l,t-2372,480,5.986032
117,480,6.230378
183,480,6.476719
-48,480,6.723059
-684,480,6.954442
-756,480,7.174851
147,480,7.451112
-735,480,7.718399
-609,480,7.938809
-786,480,8.149245
357,480,8.539204
-237,480,8.836408
-474,480,9.076766
-837,480,9.312136
-123,480,9.548503
-21,480,9.774899
267,480,10.04717
90,480,10.409203
21,480,10.831074
-234,480,11.236989
-555,480,11.630936
-657,480,12.155533
-303,480,12.634252
-300,480,12.948412
-420,480,13.648541
405,480,14.157183
141,480,14.573066
-207,480,14.883238
-837,480,15.675121
-663,480,16.4301
-102,480,16.811082
-138,480,17.067396
-798,480,17.309748
-408,480,17.522179
186,480,17.732617
195,480,17.938069
-42,480,18.14651
-867,480,18.366922
36,480,18.57337
-936,480,18.782808
27,480,18.978287
357,480,19.211661
-888,480,19.419107
-153,480,19.629545
348,480,19.834995
-192,480,20.055406
-771,480,20.257864
-501,480,20.486253
258,480,20.690717
-741,480,20.902141
219,480,21.118562
-87,480,21.352935
-537,480,21.578332
321,480,21.788771
0,480,22.001202
-633,480,22.205655
-906,480,22.424071
-909,480,22.649469
156,480,22.861902
-906,480,23.092284
-726,480,23.334635
-708,480,23.55006
-765,480,23.809367
-135,480,24.243209
-519,480,24.548392
-219,480,24.791739
123,480,25.030105
-126,480,25.239541
-540,480,25.618529
-132,480,25.926704
78,480,26.182021
-711,480,26.428362
-519,480,26.638801
-414,480,26.861209
-69,480,27.081615
-909,480,27.294048
-522,480,27.508474
63,480,27.732874
246,480,27.9473
-168,480,28.156742
-330,480,28.368175
3,480,28.580606
234,480,28.78107
-219,480,28.986522
228,480,29.221892
-510,480,29.47322
222,480,29.691636
-144,480,29.902073
-27,480,30.184318
-663,480,30.412708
-312,480,30.68099
-891,480,31.084911
204,480,31.405054
-846,480,31.642419
-660,480,31.858841
-588,480,32.093214
-702,480,32.323599
-96,480,32.707571
186-327,480,160.945426
-201,480,167.287465
-240,480,174.013478
-282,480,180.296676
-258,480,188.082853
-249,480,194.055879
-225,480,199.250987
-195,480,205.776537
-201,480,211.955014
-219,480,217.947986
-261,480,223.283718
-252,480,228.2385
-192,480,232.976794
-132,480,238.185865
-225,480,243.452779
-129,480,248.828404
-195,480,253.843027
-90,480,258.629194
-129,480,263.369516
-174,480,268.091887
-150,480,272.835203
-147,480,277.762027
-153,480,283.235393
-99,480,287.951778
-126,480,292.847684
-120,480,297.979959
-102,480,302.918751
-114,480,308.167747
-153,480,312.865155
-99,480,317.68626
-90,480,322.424588
-84,480,327.147956
-120,480,331.927176
-102,480,336.7543
-174,480,341.412809
-138,480,346.100275
-159,480,350.851601
-105,480,355.585908
-39,480,360.293319
-129,480,365.84547
-54,480,371.24902
-105,480,376.084089
-138,480,380.792501
-99,480,385.543826
-105,480,390.587305
-90,480,395.494181
-123,480,400.320275
-171,480,404.985798
-132,480,409.799924
-114,480,414.65893
-108,480,419.37432
-51,480,424.407859
-102,480,429.521184
-120,480,434.340331
-117,480,439.096619
-120,480,443.93763
-75,480,448.792647
-93,480,453.744435
-117,480,458.617373
-111,480,463.443467
-90,480,468.386249
-114,480,473.333021
-81,480,478.126202
-93,480,482.89046
-66,480,489.419002
-84,480,494.661981
-102,480,500.150303
-129,480,504.854756
-114,480,509.784573
-117,480,514.706376
-51,480,519.522499
-90,480,524.362554
-120,480,529.276415
-84,480,534.253104
-48,480,539.130096
-57,480,544.397974
-117,480,549.634969
-123,480,554.725357
-81,480,559.561456
-147,480,564.452344
-69,480,569.412081
-123,480,574.503502
-78,480,579.391393
-54,480,584.28331
-24,480,589.257044
-45,480,594.261626
-81,480,599.207399
-84,480,604.253904
-87,480,610.055389
-75,480,615.104885
42,480,620.13244
-54,480,625.054279
-66,480,629.994071
-87,480,635.171257
-81,480,640.221717
-45,480,645.194419
-48,480,650.269845
-66,480,655.363225
-57,480,660.37582
-27,480,665.914008
-108,480,774.326087
-42,480,779.555103
-60,480,784.826009
-78,480,790.132817
-162,480,795.435637
-63,480,800.535031
-75,480,805.511732
-120,480,810.525281
-48,480,815.652604
-51,480,820.778861
-9,480,825.830351
-36,480,830.997535
-66,480,836.13383
-63,480,841.299022
-12,480,846.819221
-72,480,851.906616
-99,480,857.040886
-42,480,862.146235
-42,480,867.245597
-90,480,872.259189
-24,480,877.340599
-57,480,882.514762
-72,480,887.638095
6,480,892.720469
-33,480,897.840776
-42,480,903.118664
-87,480,908.702732
-105,480,913.777159
-36,480,918.975258
-63,480,924.228209
-18,480,929.373479
-15,480,934.551602
39,480,939.784608
-42,480,945.133307
9,480,950.368304
-42,480,955.54147
-54,480,960.854295
-12,480,966.626853
-30,480,972.02439
-27,480,977.320228
-42,480,982.61806
-42,480,988.02663
-42,480,993.45508
-39,480,998.728976
3,480,1004.082658
-48,480,1009.555053
-21,480,1014.812
-12,480,1020.236459
-42,480,1026.090803
-27,480,1031.577132
-9,480,1037.068447
-33,480,1042.484961
6,480,1048.023184
-12,480,1053.655123
-3,480,1059.112524
6,480,1064.489119
21,480,1069.943531
-15,480,1075.404925
-27,480,1080.816453
51,480,1086.657831
30,480,1092.21597
48,480,1097.59957
-33,480,1103.005115
33,480,1108.344835
-63,480,1113.824217
66,480,1119.471081
-18,480,1124.997341
-36,480,1130.441745
6,480,1135.893163
54,480,1141.569982
-12,480,1147.579909
-12,480,1153.124084
6,480,1158.660279
-45,480,1164.214425
3,480,1169.665847
9,480,1175.138212
-57,480,1180.662472
-18,480,1186.208606
6,480,1191.869469
45,480,1197.422652
57,480,1203.15429
-42,480,1209.312821
-36,480,1215.102338
18,480,1220.732281
54,480,1226.570668
-36,480,1232.71025
48,480,1238.908674
-6,480,1245.861081
-6,480,1251.928857
33,480,1257.626617
30,480,1263.261549
-3,480,1269.305384
0,480,1275.149789
-36,480,1280.886417
39,480,1286.401664
48,480,1292.08048
0,480,1297.73336
24,480,1303.413206
-21,480,1309.189759
45,480,1314.853577
18,480,1423.428256
15,480,1429.185823
15,480,1434.845687
87,480,1441.087993
0,480,1447.325347
3,480,1453.077932
42,480,1458.807608
21,480,1464.538315
78,480,1470.322845
3,480,1476.035536
-6,480,1481.726317
36,480,1487.332325
-21,480,1493.022108
-24,480,1498.831572
72,480,1504.815573
-6,480,1510.763663
9,480,1516.51229
114,480,1522.283855
15,480,1527.999572
0,480,1533.765186
93,480,1539.633457
27,480,1545.459876
18,480,1551.206509
42,480,1556.975081
42,480,1562.735677
3,480,1569.207403
63,480,1574.961016
6,480,1580.760473
57,480,1586.54301
78,480,1592.591835
69,480,1598.358446
39,480,1604.164884
27,480,1610.070095
27,480,1616.346309
42,480,1622.199687
-33,480,1628.512773
48,480,1634.36017
51,480,1640.383028
9,480,1646.335111
0,480,1652.175493
0,480,1658.049782
-6,480,1663.931089
84,480,1669.77742
21,480,1675.718531
42,480,1681.632748
63,480,1688.157266
66,480,1694.091397
15,480,1699.900862
57,480,1705.894834
54,480,1711.960645
75,480,1717.832906
105,480,1723.63539
63,480,1730.422267
57,480,1736.672525
93,480,1742.71337
93,480,1749.159133
87,480,1755.164074
78,480,1761.232844
90,480,1767.034329
129,480,1772.842798
24,480,1778.729089
93,480,1784.685128
102,480,1790.5664
75,480,1796.442683
72,480,1802.361854
72,480,1808.912337
81,480,1814.779645
105,480,1820.655932
30,480,1826.650899
96,480,1832.64487
78,480,1838.553109
45,480,1844.477227
81,480,1850.410393
93,480,1856.417298
120,480,1862.365424
66,480,1868.823121
99,480,1875.035506
99,480,1881.093306
84,480,1886.976573
69,480,1892.81496
72,480,1898.801949
75,480,1904.883686
141,480,1910.89062
99,480,1916.844697
