#{"t_start": 1687369366.120032, "env_id": null}
r,l,t
-528,480,15.308342
-498,480,15.424994
204,480,15.541682
348,480,15.654379
-597,480,15.762091
-204,480,15.875827
-177,480,15.986527
84,480,16.094202
-543,480,16.202911
-924,480,16.313615
-465,480,16.424355
-99,480,16.536022
-678,480,16.650716
-765,480,16.758459
276,480,16.889077
240,480,16.99882
162,480,17.105497
-120,480,17.21125
-231,480,17.318962
12,480,17.425679
234,480,17.535349
-387,480,17.648047
-606,480,17.758785
-672,480,17.870453
-201,480,17.984187
-798,480,18.098843
192,480,18.210579
399,480,18.323242
-393,480,18.440958
195,480,18.56862
3,480,18.691257
183,480,18.816955
-819,480,18.93863
345,480,19.053334
-810,480,19.163991
-726,480,19.273697
-714,480,19.402355
-303,480,19.580881
366,480,19.751425
129,480,19.902019
183,480,20.037654
231,480,20.157334
354,480,20.274021
210,480,20.387754
-48,480,20.501413
-255,480,20.614114
-738,480,20.729804
-147,480,20.845495
-765,480,20.958227
-342,480,21.066941
36,480,21.173651
-657,480,21.292345
414,480,21.403002
414,480,21.513706
318,480,21.624411
-663,480,21.742134
312,480,21.869753
-615,480,21.978462
75,480,22.088169
3,480,22.195884
-846,480,22.312602
225,480,22.451198
-54,480,22.632716
-645,480,22.820212
-879,480,22.96785
-753,480,23.122405
-771,480,23.281979
435,480,23.435567
276,480,23.589188
-855,480,23.74474
0,480,23.890387
267,480,24.018039
-720,480,24.143676
42,480,24.266344
15,480,24.406967
255,480,24.514678
-333,480,24.621394
249,480,24.736123
24,480,24.854769
-699,480,24.969495
-375,480,25.085191
-30,480,25.209821
-339,480,25.329499
-261,480,25.449178
-774,480,25.595789
-657,480,25.783285
-525,480,25.954867
72,480,26.114445
-903,480,26.285941
-306,480,26.449504
-669,480,26.612105
-540,480,26.770646
204,480,26.930219
-420,480,27.089817
-531,480,27.277289
-207,480,27.535601
51,480,27.736062
-279,480,27.911593
-813,480,28.071389
-777,480,28.221954
180,480,28.374553
-618,480,28.572015
-765,480,2-153,480,97.547811
-159,480,101.204031
-189,480,105.633184
-123,480,109.497544
-138,480,114.163706
-189,480,117.923648
-117,480,122.164305
-105,480,126.555559
-132,480,132.157573
-87,480,138.378139
-147,480,144.195255
-171,480,148.771429
-147,480,152.459563
-114,480,156.088855
-186,480,159.841818
-144,480,163.741386
-132,480,167.48936
-117,480,171.131617
-150,480,174.859648
-180,480,179.415459
-117,480,183.978091
-150,480,188.83709
-102,480,192.529215
-123,480,195.829389
-120,480,199.515527
-111,480,203.035113
-162,480,207.355556
-120,480,212.452793
-153,480,216.64458
-120,480,221.730074
-132,480,228.089418
-120,480,233.798835
