#{"t_start": 1690272887.1186328, "env_id": null}
r,l,t
177,480,5.123921
228,480,5.369306
-720,480,5.603629
-495,480,5.837835
159,480,6.066337
-459,480,6.274951
-669,480,6.478032
-27,480,6.665485
-792,480,6.861485
-84,480,7.033316
156,480,7.241191
-696,480,7.430259
-267,480,7.633327
-633,480,7.836139
6,480,8.007936
-504,480,8.202655
-879,480,8.382579
-405,480,8.576479
426,480,8.75636
-366,480,8.944447
-189,480,9.131906
342,480,9.304118
-774,480,9.522816
-612,480,9.686613
306,480,9.928241
-810,480,10.096776
345,480,10.288051
-411,480,10.49113
-405,480,10.694204
393,480,10.88449
-108,480,11.098705
-18,480,11.270714
-228,480,11.442554
381,480,11.630006
-777,480,11.817047
-681,480,12.020123
-942,480,12.246995
-870,480,12.469403
312,480,12.716997
-366,480,12.918458
-408,480,13.115927
-339,480,13.30642
-210,480,13.49691
-630,480,13.698371
261,480,13.909836
345,480,14.128222
-738,480,14.321703
-42,480,14.52018
246,480,14.730612
-147,480,14.91437
-468,480,15.117442
327,480,15.29923
-858,480,15.502307
261,480,15.698627
-471,480,15.908383
237,480,16.107098
-366,480,16.282848
261,480,16.494161
-825,480,16.68158
255,480,16.845115
-582,480,17.04816
-558,480,17.219993
-264,480,17.406876
234,480,17.586887
-624,480,17.765032
285,480,17.961448
-543,480,18.148869
-711,480,18.328111
-774,480,18.531106
273,480,18.73
-801,480,18.95285
-918,480,19.124683
-12,480,19.3114
-228,480,19.514477
-552,480,19.706481
-24,480,19.877009
-309,480,20.088386
-147,480,20.262918
246,480,20.453496
186,480,20.640951
-717,480,20.825889
-339,480,21.031711
-858,480,21.219165
-576,480,21.403632
-60,480,21.566929
54,480,21.761762
48,480,21.943113
-252,480,22.136167
132,480,22.309119
198,480,22.536756
210,480,22.719029
-57,480,22.933448
204,480,23.120874
27,480,23.308047
-699,480,23.511127
-840,480,23.714235
150,480,23.932645
-720,480,24.142373
-402,480,24.384854
--231,480,129.826611
-189,480,135.213062
-219,480,140.363769
-246,480,145.797303
-291,480,151.605555
-195,480,156.929567
-198,480,162.550592
-231,480,167.779097
-249,480,173.108293
-252,480,178.419004
-174,480,183.781483
-192,480,188.996706
-249,480,194.351454
-204,480,199.877949
-183,480,205.467931
-189,480,211.241096
-189,480,216.685255
-243,480,222.218725
-150,480,227.496561
-192,480,232.866796
-222,480,238.393363
-228,480,244.003609
-186,480,249.369214
-225,480,254.895512
-183,480,260.421926
-174,480,266.259767
-213,480,272.116289
-147,480,277.658286
-192,480,283.216895
-174,480,288.936481
-177,480,294.410381
-168,480,300.000758
-222,480,305.948
-141,480,311.583745
-159,480,317.248307
-186,480,322.794657
-249,480,329.491127
-234,480,335.313971
-228,480,341.107252
-213,480,346.73959
-195,480,352.688233
-207,480,358.571319
-144,480,364.204764
-213,480,369.89533
-147,480,376.139961
-189,480,381.823511
-204,480,388.127836
-162,480,393.94502
-141,480,399.776554
-129,480,405.507195
-204,480,411.266639
-87,480,417.02958
-174,480,422.852453
-195,480,428.76866
-144,480,435.111842
-204,480,441.15651
-189,480,447.417835
-183,480,453.329452
-174,480,458.836043
-144,480,464.35462
-210,480,469.973032
-126,480,475.709818
-177,480,481.304878
-162,480,487.016491
-186,480,492.645143
-141,480,498.423332
-189,480,503.951882
-117,480,510.296826
-210,480,515.974951
-177,480,521.986185
-153,480,527.661202
-207,480,533.26046
-144,480,538.904718
-156,480,544.716431
-198,480,550.224031
-183,480,555.84024
-126,480,561.550607
-120,480,568.145967
-213,480,573.786448
-114,480,579.386003
-129,480,585.080966
-99,480,590.942575
-225,480,596.548433
-171,480,602.233689
-99,480,607.894592
-183,480,613.789945
-183,480,619.427185
-219,480,625.453294
-120,480,631.64074
-174,480,637.598579
-138,480,643.485254
-87,480,649.323716
-162,480,655.302737
-132,480,661.299147
-132,480,667.249323
-90,480,672.97648
-180,480,678.909621
-129,480,685.23036
-141,480,691.5487
-225,480,697.440161
-138,480,822.154348
-165,480,828.302372
-99,480,834.21914
-162,480,840.158735
-156,480,846.197101
-81,480,852.095111
-99,480,858.003474
-168,480,863.94517
-84,480,870.605039
-114,480,876.604033
-153,480,882.556304
-210,480,888.503079
-114,480,894.461712
-93,480,900.49361
-96,480,906.496547
-144,480,912.484262
-117,480,918.557123
-132,480,924.895244
-129,480,931.375319
-81,480,937.479991
-93,480,943.573207
-144,480,949.616986
-192,480,955.63624
-99,480,961.83576
-171,480,967.891051
-171,480,973.999929
-150,480,980.088763
-174,480,986.641566
-162,480,993.174921
-153,480,999.403601
-99,480,1005.516548
-174,480,1011.603987
-114,480,1017.716496
-48,480,1024.007719
-99,480,1030.150654
-57,480,1036.351315
-138,480,1042.516959
-78,480,1049.419011
-114,480,1055.507356
-39,480,1062.097704
-69,480,1068.617325
-168,480,1074.8042
-60,480,1081.006422
-81,480,1087.116864
-129,480,1093.367187
-60,480,1099.652568
-9,480,1106.138596
-78,480,1112.97649
-126,480,1119.338937
-147,480,1125.700578
-45,480,1131.934765
-51,480,1138.26515
-90,480,1144.548968
-153,480,1150.804492
-51,480,1157.06484
-108,480,1163.403936
-45,480,1170.366788
-24,480,1176.690032
-183,480,1183.024173
-12,480,1189.430431
-144,480,1195.876615
-18,480,1202.387693
-39,480,1208.772058
-42,480,1215.125298
-3,480,1221.608214
-99,480,1228.771643
-180,480,1235.231949
-24,480,1241.684917
-147,480,1248.116977
-33,480,1254.547542
-84,480,1261.07763
-21,480,1267.59674
-78,480,1274.154719
-162,480,1280.792855
-90,480,1287.988927
-42,480,1294.591109
-72,480,1301.216251
-45,480,1307.801066
-21,480,1314.421494
-33,480,1320.985882
-78,480,1327.768466
-114,480,1334.563582
-111,480,1341.256325
-90,480,1348.548965
-84,480,1355.243827
-39,480,1361.976046
-63,480,1368.673606
-135,480,1375.371349
-87,480,1382.068943
-36,480,1388.937932
-69,480,1395.635861
-54,480,1402.317832
-123,480,1409.729769
-75,480,1416.503773
-21,480,1423.349421
-24,480,1430.241219
-111,480,1437.008794
-21,480,1443.97113
-36,480,1450.760838
-6,480,1457.61644
-60,480,1583.438056
-108,480,1590.979791
3,480,1597.813797
-30,480,1604.669557
-147,480,1611.568811
-66,480,1618.449051
-24,480,1625.235043
-108,480,1632.033717
-21,480,1638.905003
-36,480,1646.104075
-9,480,1653.222409
-24,480,1660.047329
-99,480,1667.039428
-51,480,1674.013337
-129,480,1680.898087
-36,480,1687.768095
-105,480,1694.662843
-75,480,1701.574076
27,480,1709.067382
-120,480,1715.966626
15,480,1723.129537
-96,480,1730.077302
-81,480,1736.928106
-51,480,1743.759176
-69,480,1750.74464
-51,480,1757.950938
-51,480,1765.052864
-60,480,1772.280751
-60,480,1779.283412
-87,480,1786.285378
-33,480,1793.171342
