#{"t_start": 1709819996.302179, "env_id": null}
r,l,t
48,480,18.652911
18,480,18.776555
-684,480,18.902659
-828,480,19.023236
117,480,19.138993
-276,480,19.260769
-303,480,19.422323
-564,480,19.613663
63,480,19.762829
444,480,19.934892
-15,480,20.082364
-381,480,20.227935
198,480,20.371763
285,480,20.505731
-756,480,20.671561
-720,480,20.831592
-642,480,20.993416
-360,480,21.138786
-249,480,21.278381
-492,480,21.419058
-714,480,21.552627
-93,480,21.69644
126,480,21.830913
192,480,21.975153
-279,480,22.12099
318,480,22.268488
-672,480,22.4176
-879,480,22.561553
-87,480,22.701718
-675,480,22.834243
-483,480,22.970004
-663,480,23.109361
339,480,23.257009
-825,480,23.396055
330,480,23.530257
246,480,23.665786
234,480,23.799938
-177,480,23.937796
-846,480,24.085877
-609,480,24.248475
-663,480,24.40823
-711,480,24.559322
-834,480,24.711048
-690,480,24.855984
-432,480,24.994385
-225,480,25.144039
258,480,25.31603
-333,480,25.471676
285,480,25.62943
-138,480,25.824695
-516,480,26.003263
177,480,26.176134
-894,480,26.356627
-894,480,26.527804
-798,480,26.680082
183,480,26.823752
-792,480,26.985444
135,480,27.1791
-555,480,27.325756
-483,480,27.470136
366,480,27.603175
-705,480,27.73756
-426,480,27.856263
165,480,27.965739
399,480,28.084892
273,480,28.206077
291,480,28.339708
-915,480,28.499531
-756,480,28.653571
375,480,28.810923
-480,480,28.971949
-747,480,29.131121
240,480,29.289278
-522,480,29.459684
-495,480,29.647132
-735,480,29.81856
-147,480,30.002042
-729,480,30.17685
-504,480,30.36409
219,480,30.542094
-105,480,30.785201
-450,480,31.018137
-141,480,31.192863
-219,480,31.349335
294,480,31.502306
177,480,31.645027
45,480,31.787971
-552,480,31.927284
423,480,32.062185
-174,480,32.196306
189,480,32.32369
60,480,32.449507
-684,480,32.578032
-60,480,32.723425
51,480,32.837619
-273,480,32.950249
-531,480,33.058685
-201,480,33.160472
333,480,33.264528
297,480,33.367967
-660,480,33.474551
138,480,33.582966
285,-165,480,101.225129
-201,480,104.716779
-90,480,111.923386
-138,480,117.827926
-114,480,123.060421
-219,480,127.889544
-111,480,132.233562
-219,480,136.838644
-177,480,143.338856
-150,480,148.00077
-108,480,154.604264
-186,480,159.085525
-111,480,163.911961
-198,480,169.27367
-132,480,173.206624
-162,480,177.016912
-114,480,181.322262
-138,480,186.129512
-132,480,190.057107
-174,480,195.090764
-147,480,203.93915
-132,480,208.081127
-162,480,213.280435
-120,480,217.064226
-186,480,220.978444
-210,480,225.368453
-90,480,229.992091
-144,480,234.25488
-189,480,237.909868
-159,480,241.97035
-141,480,245.700875
-147,480,249.064244
-126,480,252.900656
-111,480,256.473855
-99,480,260.255087
-138,480,263.76773
-141,480,267.351847
-96,480,272.031532
-147,480,275.736742
-105,480,278.923608
-69,480,282.29425
-150,480,286.840248
-114,480,291.213569
-93,480,294.957985
-159,480,298.590292
-132,480,302.18559
-159,480,305.538701
-48,480,308.743112
-93,480,313.841166
-144,480,318.342497
-144,480,322.321791
-150,480,326.938928
-156,480,331.845224
-90,480,335.860386
-168,480,339.273284
-75,480,342.961555
-69,480,346.688308
-99,480,350.242334
-75,480,353.880493
-147,480,357.454527
-111,480,361.440318
-51,480,366.948896
-105,480,372.078919
-54,480,375.947953
-114,480,380.230748
-105,480,384.785824
-111,480,389.509413
-111,480,393.770405
-72,480,397.387325
-90,480,400.831331
-129,480,404.082306
-57,480,408.421607
-66,480,412.50769
-96,480,417.921097
-120,480,422.271073
-57,480,427.075567
-99,480,431.722896
-105,480,435.847707
-75,480,439.858385
-60,480,443.503863
-54,480,447.392334
-27,480,451.861229
-75,480,455.735127
-54,480,459.138363
-63,480,462.736035
-84,480,466.748749
-54,480,470.72692
-72,480,473.917426
-69,480,477.624432
-114,480,481.623963
-21,480,485.724095
-117,480,489.878197
-63,480,493.411005
27,480,496.824661
-114,480,500.275555
-48,480,503.771774
-129,480,507.255867
-105,480,511.476537
-36,480,514.781686
-9,480,518.20384
-96,480,602.197459
-66,480,609.350478
-18,480,614.27792
-102,480,621.097259
-27,480,625.778332
-12,480,630.854062
-45,480,636.047822
-42,480,641.767512
-66,480,647.24198
-36,480,653.51237
27,480,657.123764
-30,480,660.361582
-54,480,663.567367
-42,480,666.993705
-66,480,670.575826
-54,480,674.084299
-39,480,677.515201
-51,480,680.926559
-66,480,684.763731
-30,480,688.268765
-60,480,692.541131
-84,480,696.392411
-57,480,700.045096
-57,480,703.575165
-48,480,707.341657
-54,480,711.250877
-78,480,715.109983
-6,480,718.458038
-51,480,722.144911
-33,480,725.662152
-90,480,728.993872
33,480,732.385437
30,480,735.57809
-45,480,738.877046
-36,480,742.259231
-21,480,745.444966
-3,480,748.714712
-18,480,752.71477
-12,480,756.260704
-45,480,759.570371
-18,480,762.690281
-3,480,765.950574
-60,480,769.763111
-6,480,772.847741
-21,480,776.079491
18,480,779.891598
12,480,784.742939
-9,480,789.137099
42,480,792.599535
-15,480,796.159207
0,480,799.802571
-21,480,803.760624
-54,480,807.266434
-15,480,812.288931
-21,480,816.35455
21,480,821.413277
54,480,825.335259
-36,480,828.780842
6,480,832.909875
-36,480,836.622401
6,480,840.18155
-45,480,843.639543
-36,480,847.272773
-12,480,852.821627
-45,480,859.693296
75,480,865.504414
51,480,871.232091
-9,480,879.912489
0,480,884.614499
-15,480,887.878013
-12,480,891.816186
-30,480,895.551954
-39,480,900.604476
30,480,905.266095
0,480,908.974087
27,480,913.391974
-60,480,917.407088
54,480,921.386743
75,480,928.002453
54,480,932.715914
27,480,936.333837
12,480,941.218336
-24,480,945.196869
-33,480,949.764381
-12,480,953.172989
36,480,956.420811
-12,480,961.283689
81,480,965.896169
0,480,969.672318
27,480,973.250806
39,480,976.881263
36,480,980.470347
-18,480,983.837742
66,480,987.302989
42,480,991.491883
30,480,994.587099
63,480,997.82411
30,480,1001.071695
-12,480,1004.277424
39,480,1007.441985
45,480,1111.46056
6,480,1115.561706
27,480,1121.754659
-9,480,1127.569606
42,480,1131.7061
-12,480,1136.069003
105,480,1141.283751
6,480,1145.958537
75,480,1149.954848
-6,480,1154.502009
39,480,1158.195634
45,480,1164.756972
-12,480,1168.197749
27,480,1173.783436
27,480,1178.077748
75,480,1182.143882
57,480,1185.71113
54,480,1189.32422
6,480,1193.140499
90,480,1196.816267
30,480,1200.261487
-12,480,1203.512929
66,480,1207.060994
36,480,1211.114089
72,480,1214.680241
60,480,1218.640379
27,480,1222.011741
51,480,1226.108946
60,480,1231.095465
63,480,1234.812213
78,480,1238.716679
90,480,1242.524498
42,480,1246.344721
69,480,1250.632411
81,480,1254.8836
105,480,1260.075252
63,480,1264.052458
102,480,1267.450499
75,480,1272.424679
69,480,1279.108628
69,480,1284.515424
69,480,1289.999274
27,480,1295.248276
66,480,1299.981315
78,480,1304.349344
102,480,1308.674339
135,480,1315.877423
63,480,1320.756362
114,480,1324.944623
57,480,1330.269394
30,480,1335.465985
42,480,1340.685831
120,480,1344.309049
69,480,1347.570839
69,480,1352.26877
60,480,1355.970222
78,480,1359.949592
105,480,1363.514289
54,480,1367.542341
135,480,1371.08454
132,480,1375.274457
135,480,1382.140879
138,480,1390.715802
102,480,1399.092903
60,480,1404.620543
78,480,1410.973418
93,480,1415.531125
51,480,1420.138861
66,480,1426.10925
63,480,1431.347017
99,480,1436.360311
90,480,1441.780833
114,480,1445.468591
120,480,1451.87203
78,480,1457.206835
96,480,1463.247289
129,480,1469.823107
123,480,1476.471091
111,480,1483.463916
111,480,1494.527324
96,480,1499.320349
96,480,1503.213331
72,480,1507.014734
111,480,1510.964773
114,480,1514.496504
87,480,1517.970509
138,480,1521.47918
69,480,1524.777613
99,480,1532.700469
141,480,1539.011108
189,480,1546.333369
84,480,1551.603829
129,480,1558.356278
153,480,1563.617643
165,480,1568.242822
129,480,1572.535653
120,480,1576.90916
90,480,1580.50152
153,480,1584.243396
135,480,1588.025789
114,480,1692.330615
99,480,1697.345227
123,480,1702.450969
84,480,1708.314169
180,480,1715.082527
141,480,1719.29197
105,480,1722.940726
156,480,1730.405245
180,480,1736.505034
87,480,1742.098932
99,480,1746.137649
147,480,1750.601115
156,480,1756.724591
156,480,1762.367104
162,480,1766.695202
168,480,1772.280856
165,480,1777.907278
75,480,1781.716836
156,480,1785.446252
129,480,1789.14103
162,480,1793.418602
147,480,1797.341529
144,480,1801.82847
144,480,1807.208194
174,480,1813.192412
114,480,1818.189801
153,480,1822.407467
183,480,1826.711101
171,480,1832.483812
135,480,1837.198766
204,480,1843.148892
177,480,1847.833242
123,480,1852.085925
135,480,1857.605845
174,480,1863.926419
123,480,1868.236432
102,480,1872.484479
111,480,1878.345182
171,480,1885.098789
159,480,1891.76445
138,480,1897.766228
198,480,1903.406527
138,480,1907.345016
165,480,1911.041699
147,480,1914.548075
138,480,1918.35446
120,480,1922.495039
195,480,1926.722617
105,480,1930.358058
177,480,1933.585077
141,480,1937.011143
78,480,1941.429142
159,480,1949.241082
159,480,1962.169848
174,480,1967.1522
225,480,1973.850413
204,480,1978.391407
120,480,1983.174459
171,480,1990.522424
177,480,1994.863661
162,480,1999.247453
180,480,2003.823963
162,480,2008.312433
213,480,2013.717695
198,480,2019.178421
207,480,2023.810748
207,480,2029.024641
180,480,2034.06992
207,480,2038.729281
153,480,2047.471642
189,480,2059.282286
216,480,2068.925318
153,480,2074.511778
201,480,2079.049421
234,480,2083.393878
189,480,2087.787775
201,480,2092.50077
156,480,2096.977765
192,480,2101.355874
234,480,2105.706581
156,480,2110.194643
204,480,2114.688879
180,480,2119.235624
180,480,2123.637053
201,480,2128.45232
174,480,2134.554498
231,480,2138.955657
213,480,2143.34939
228,480,2147.7832
168,480,2152.242831
201,480,2156.668533
162,480,2160.970252
228,480,2165.335874
192,480,2170.16381
222,480,2174.6438
168,480,2178.947408
225,480,2183.443964
171,480,2188.326169
210,480,2194.249317
243,480,2198.845876
189,480,2299.416344
207,480,2304.714986
237,480,2310.265793
228,480,2315.357424
246,480,2320.111704
201,480,2324.709544
249,480,2329.190756
225,480,2333.657922
213,480,2338.083905
237,480,2342.548738
228,480,2347.262285
240,480,2351.65553
213,480,2356.078401
243,480,2360.694851
225,480,2365.073942
258,480,2369.724926
180,480,2375.063195
270,480,2379.64191
219,480,2384.010875
213,480,2388.525523
228,480,2392.911611
225,480,2397.278214
243,480,2401.683541
213,480,2406.342542
237,480,2410.76159
231,480,2415.368616
249,480,2419.914087
228,480,2424.298604
237,480,2429.220874
261,480,2435.324986
216,480,2439.973161
213,480,2444.38017
294,480,2448.784997
267,480,2453.122522
198,480,2457.485219
258,480,2461.913488
282,480,2466.271885
243,480,2471.239959
282,480,2475.635789
228,480,2480.170161
270,480,2484.555928
219,480,2489.133177
246,480,2494.365394
267,480,2498.841
276,480,2504.235709
243,480,2509.488616
210,480,2514.547672
240,480,2519.148718
225,480,2523.525743
270,480,2527.952257
273,480,2532.273859
252,480,2536.740571
267,480,2541.15621
207,480,2545.719343
270,480,2550.607581
282,480,2555.265851
267,480,2559.620469
264,480,2564.111192
282,480,2568.465339
255,480,2572.761314
234,480,2577.222953
252,480,2581.703808
300,480,2586.184724
258,480,2590.708715
306,480,2595.054701
270,480,2599.692799
279,480,2604.151568
246,480,2608.461189
291,480,2613.708151
306,480,2618.410872
282,480,2623.712259
282,480,2628.626286
204,480,2633.30714
306,480,2637.849089
285,480,2642.633485
255,480,2647.119595
249,480,2656.72796
276,480,2662.143939
288,480,2666.587168
288,480,2671.415762
291,480,2675.69517
273,480,2679.58236
267,480,2683.009032
264,480,2686.859828
303,480,2690.600131
297,480,2694.510085
279,480,2698.099933
270,480,2701.760409
288,480,2705.872115
294,480,2709.252712
291,480,2712.713054
279,480,2719.109902
234,480,2723.678286
270,480,2727.670621
291,480,2732.481822
300,480,2736.383983
339,480,2739.730995
318,480,2743.562271
297,480,2747.80587
330,480,2751.661265
285,480,2832.299171
285,480,2835.766147
324,480,2840.24515
339,480,2844.757566
294,480,2848.33819
297,480,2853.089022
327,480,2856.985724
327,480,2860.788001
309,480,2865.336686
306,480,2869.174794
312,480,2872.914923
342,480,2877.177773
318,480,2880.683909
291,480,2884.170892
285,480,2887.948603
354,480,2891.226219
294,480,2894.79705
342,480,2898.287905
327,480,2901.885152
306,480,2905.364142
273,480,2909.027094
315,480,2913.100961
288,480,2916.975691
327,480,2920.675429
330,480,2925.447588
306,480,2932.243491
336,480,2938.786031
330,480,2944.768117
342,480,2951.11871
306,480,2955.847854
336,480,2965.604569
330,480,2972.116097
339,480,2979.001104
333,480,2983.473355
360,480,2987.413735
351,480,2991.085101
336,480,2995.394667
333,480,2999.443153
336,480,3003.772145
351,480,3009.144999
348,480,3013.146301
324,480,3017.121136
327,480,3020.859337
360,480,3024.713439
357,480,3028.432209
351,480,3034.49299
339,480,3039.480224
360,480,3043.773688
351,480,3047.196033
342,480,3050.632215
366,480,3054.093287
348,480,3057.36311
342,480,3061.142915
369,480,3064.895487
369,480,3068.94084
324,480,3073.748168
342,480,3077.67886
366,480,3082.349047
345,480,3086.319209
363,480,3093.225036
354,480,3102.133276
387,480,3107.788863
360,480,3113.209407
372,480,3118.804057
354,480,3124.011445
363,480,3129.746638
384,480,3134.930488
321,480,3140.239233
366,480,3146.316113
387,480,3153.778204
351,480,3158.788174
414,480,3163.2858
390,480,3169.795238
375,480,3177.772074
378,480,3183.066052
357,480,3187.725608
342,480,3192.656132
393,480,3197.897488
384,480,3202.96132
372,480,3208.018625
354,480,3213.932663
378,480,3219.669299
351,480,3224.615045
378,480,3229.155511
381,480,3234.748098
417,480,3240.695265
381,480,3245.363292
366,480,3250.217974
387,480,3255.26983
366,480,3261.663705
369,480,3267.549331
396,480,3273.918736
393,480,3278.914085
384,480,3283.481143
369,480,3287.725369
402,480,3291.776904
420,480,3297.281848
375,480,3303.006943
375,480,3309.320433
402,480,3314.950227
396,480,3398.76095
411,480,3402.432246
390,480,3405.940423
381,480,3409.564935
381,480,3413.00105
411,480,3416.499046
390,480,3420.041946
396,480,3423.542189
399,480,3427.310155
411,480,3430.804966
408,480,3434.323112
405,480,3437.856116
393,480,3441.309051
396,480,3444.764104
405,480,3448.360563
393,480,3452.678047
408,480,3456.193627
402,480,3459.818907
441,480,3463.383089
405,480,3466.855087
426,480,3470.406188
420,480,3473.80505
438,480,3477.369697
414,480,3480.906127
423,480,3484.371967
420,480,3487.978618
411,480,3491.48412
420,480,3494.988054
396,480,3498.491272
432,480,3502.205143
408,480,3505.806161
405,480,3509.566087
429,480,3513.465022
423,480,3517.037458
426,480,3520.669073
441,480,3524.301943
432,480,3527.80398
426,480,3531.575183
429,480,3535.79909
435,480,3539.22521
426,480,3542.698312
441,480,3546.23907
414,480,3549.956943
429,480,3553.356042
447,480,3556.824039
432,480,3560.417248
444,480,3564.064092
432,480,3567.488005
432,480,3571.787114
450,480,3575.740144
435,480,3579.256966
444,480,3582.664943
438,480,3586.196131
441,480,3589.658479
441,480,3593.27609
432,480,3596.774229
423,480,3600.693163
435,480,3605.501023
462,480,3609.511911
447,480,3613.136077
432,480,3616.664079
435,480,3620.291167
420,480,3623.92716
450,480,3627.358891
417,480,3631.657926
459,480,3636.173958
444,480,3639.790504
444,480,3643.355999
426,480,3647.281221
456,480,3651.060273
450,480,3654.809942
438,480,3658.300322
447,480,3662.003979
426,480,3665.498078
417,480,3669.113667
456,480,3672.594935
450,480,3676.019054
435,480,3679.491003
447,480,3683.110239
438,480,3686.538998
447,480,3690.393971
435,480,3694.32801
447,480,3698.09013
435,480,3701.63104
432,480,3705.105949
447,480,3708.534056
456,480,3712.124035
453,480,3715.620939
438,480,3719.094993
432,480,3722.608148
459,480,3726.200169
432,480,3729.592156
441,480,3733.030116
426,480,3736.525252
447,480,3740.136043
444,480,3743.578043
432,480,3746.991119
420,480,3751.197033
444,480,3754.952945
450,480,3758.451998
441,480,3831.115967
438,480,3834.88022
411,480,3838.487234
450,480,3841.920165
447,480,3845.622811
438,480,3849.393912
432,480,3853.042092
441,480,3856.484048
429,480,3860.109119
450,480,3863.613208
459,480,3867.211027
444,480,3871.416077
447,480,3875.10807
447,480,3878.661026
438,480,3882.304209
447,480,3885.756088
429,480,3889.223031
417,480,3893.030074
447,480,3896.603967
435,480,3900.034167
444,480,3903.554476
447,480,3907.545966
450,480,3911.229036
438,480,3914.662199
432,480,3918.178195
438,480,3921.688072
444,480,3925.215937
447,480,3928.803277
444,480,3933.305077
438,480,3937.258834
438,480,3940.824962
441,480,3944.312284
432,480,3947.765075
447,480,3951.257002
447,480,3954.785077
441,480,3958.330185
429,480,3961.963021
447,480,3965.924052
432,480,3969.532037
453,480,3972.929262
438,480,3976.398082
438,480,3979.906175
432,480,3983.621192
435,480,3987.07102
450,480,3991.179291
420,480,3994.772063
447,480,3998.577056
435,480,4002.016946
438,480,4006.208093
432,480,4010.499392
435,480,4014.668114
450,480,4018.811049
417,480,4022.90403
429,480,4027.049108
447,480,4031.180231
468,480,4035.155611
441,480,4038.96505
423,480,4042.533221
441,480,4046.048917
441,480,4049.733175
432,480,4053.853465
432,480,4057.561609
450,480,4061.080072
444,480,4064.5961
441,480,4068.086962
450,480,4071.546151
414,480,4075.125169
423,480,4078.60595
426,480,4082.115297
453,480,4085.589175
438,480,4089.281546
447,480,4092.776146
441,480,4096.20024
450,480,4099.815167
447,480,4103.618104
441,480,4107.056051
429,480,4111.113293
441,480,4114.738181
441,480,4118.383249
435,480,4121.741114
441,480,4125.239337
441,480,4128.664103
426,480,4132.165027
432,480,4135.603174
435,480,4139.077106
417,480,4142.510447
429,480,4146.145105
438,480,4149.699174
435,480,4153.171069
441,480,4156.6313
429,480,4160.243043
432,480,4163.690981
450,480,4167.216132
435,480,4171.172
435,480,4174.983046
453,480,4178.438891
420,480,4181.94907
438,480,4185.65313
456,480,4189.31477
435,480,4192.835044
453,480,4264.589108
441,480,4268.132184
441,480,4271.740122
456,480,4275.185007
447,480,4278.852209
447,480,4282.360927
432,480,4285.904212
444,480,4289.433216
435,480,4293.459878
438,480,4296.99016
432,480,4300.664166
426,480,4304.053196
453,480,4307.536041
432,480,4310.969088
426,480,4314.567028
438,480,4317.975981
438,480,4321.46696
444,480,4325.100037
435,480,4328.636227
420,480,4332.056147
447,480,4335.59613
441,480,4339.087972
414,480,4342.548119
414,480,4346.191012
432,480,4349.972927
441,480,4353.864697
411,480,4357.417078
429,480,4360.830053
423,480,4364.295144
450,480,4367.750968
447,480,4371.338053
438,480,4374.830135
444,480,4378.497009
423,480,4382.348309
435,480,4386.729374
420,480,4391.23015
444,480,4394.86194
423,480,4398.436932
432,480,4402.050117
438,480,4405.555215
432,480,4409.083099
447,480,4413.384677
423,480,4417.046159
432,480,4420.902031
444,480,4424.415121
444,480,4427.97594
447,480,4431.557124
444,480,4435.06315
432,480,4438.565164
438,480,4442.140788
438,480,4445.757981
429,480,4449.242
438,480,4452.733068
453,480,4456.182036
447,480,4459.797953
450,480,4463.36021
429,480,4466.76607
444,480,4470.738945
456,480,4474.501066
441,480,4478.044099
429,480,4481.576957
453,480,4485.007041
420,480,4488.564678
453,480,4492.180306
432,480,4495.68626
441,480,4499.248032
444,480,4502.793931
435,480,4506.716007
444,480,4510.232061
450,480,4513.719179
429,480,4517.371225
429,480,4520.940961
444,480,4524.57896
441,480,4528.061322
441,480,4532.430298
429,480,4536.048205
450,480,4539.817031
459,480,4543.282299
453,480,4547.282197
441,480,4550.675124
438,480,4554.181553
447,480,4558.364038
450,480,4562.0193
456,480,4565.479146
438,480,4569.022305
453,480,4572.654072
447,480,4576.238117
456,480,4579.776181
453,480,4583.216084
438,480,4586.809388
441,480,4591.315975
429,480,4595.333234
453,480,4598.893098
444,480,4602.429747
447,480,4606.005475
432,480,4609.486998
450,480,4613.210073
432,480,4616.75796
444,480,4620.30005
444,480,4623.869923
429,480,4695.828129
441,480,4699.260156
432,480,4702.909832
426,480,4706.207908
417,480,4710.150155
438,480,4713.950183
447,480,4717.384072
426,480,4720.836225
435,480,4724.291147
435,480,4727.665113
411,480,4731.198053
414,480,4734.46195
438,480,4737.820939
426,480,4741.14115
456,480,4744.624082
453,480,4747.964965
450,480,4751.349933
432,480,4754.731904
444,480,4758.250966
444,480,4761.596199
444,480,4765.030967
441,480,4768.446138
447,480,4772.70131
426,480,4776.030037
444,480,4779.387943
447,480,4782.813114
450,480,4786.273024
426,480,4789.537071
444,480,4792.927157
