#{"t_start": 1710094651.5186324, "env_id": null}
r,l,t
-579,480,8.555452
192,480,8.687268
-459,480,8.868182
-108,480,9.088626
-153,480,9.257264
-177,480,9.456108
-807,480,9.643151
27,480,9.852813
-66,480,10.096895
-441,480,10.300733
-420,480,10.568291
-678,480,10.792012
213,480,11.273793
21,480,11.675505
-762,480,11.865619
-684,480,12.079128
-933,480,12.250472
-27,480,12.415363
180,480,12.648415
-945,480,12.811975
-780,480,12.989273
-879,480,13.149696
-582,480,13.302532
-720,480,13.460979
-72,480,13.614531
174,480,13.740959
-549,480,13.865752
-603,480,14.015432
153,480,14.15831
-378,480,14.3031
-519,480,14.444426
81,480,14.592782
-75,480,14.740932
-603,480,14.897273
-651,480,15.079107
-330,480,15.234396
-252,480,15.383123
-51,480,15.53723
-735,480,15.692576
-180,480,15.853686
-813,480,16.009892
231,480,16.170483
57,480,16.322577
-804,480,16.533088
-525,480,16.703501
-417,480,16.882327
174,480,17.070978
-237,480,17.252921
-909,480,17.393243
-45,480,17.547579
-651,480,17.697227
-225,480,17.847793
150,480,18.001385
-822,480,18.151858
-927,480,18.302733
-39,480,18.460481
153,480,18.587939
96,480,18.73062
-684,480,18.865115
-564,480,19.022543
-447,480,19.179353
-366,480,19.402598
-774,480,19.651671
-129,480,19.897366
-222,480,20.128959
-567,480,20.310161
-444,480,20.50994
-174,480,20.678856
-300,480,20.833946
-6,480,21.018094
168,480,21.187366
-462,480,21.336777
-912,480,21.534003
-183,480,21.72526
-330,480,21.897834
-765,480,22.060555
-504,480,22.362774
-843,480,22.66799
-405,480,22.813117
252,480,22.98236
45,480,23.130999
-249,480,23.297839
51,480,23.460102
-270,480,23.597188
-42,480,23.713934
-87,480,23.828728
-411,480,23.96158
63,480,24.091129
-756,480,24.239404
-327,480,24.365255
6,480,24.504781
-456,480,24.639116
39,480,24.771187
-27,480,24.918924
-147,480,25.110826
-651,480,25.262542
-123,480,25.404138
54,480,25.560-213,480,124.574275
-147,480,129.462177
-174,480,134.261582
-180,480,138.937963
-81,480,144.105874
-174,480,149.002164
-147,480,153.85747
-93,480,157.489533
-87,480,161.319431
-162,480,165.201526
-90,480,168.914947
-132,480,172.836551
-150,480,176.530017
-156,480,180.317667
-117,480,183.943508
-192,480,187.48583
-141,480,191.331858
-111,480,194.88603
-93,480,198.481959
-153,480,201.971309
-174,480,205.670012
-102,480,209.304836
-108,480,213.664594
-135,480,217.325547
-144,480,221.21133
-111,480,224.778871
-138,480,228.53116
-114,480,232.683897
-117,480,236.739978
-132,480,240.254406
-141,480,244.087803
-84,480,247.683777
-141,480,251.400547
-174,480,254.860615
-162,480,258.738903
-117,480,262.365397
-156,480,266.286789
-150,480,270.918744
-114,480,275.388031
-126,480,278.98202
-54,480,282.7168
-138,480,286.334514
-72,480,290.023729
-105,480,293.617951
-147,480,297.911141
-162,480,302.335495
-129,480,308.442815
-135,480,312.936119
-195,480,317.145781
-93,480,321.650165
-144,480,326.291413
-135,480,331.359866
-108,480,335.848283
-75,480,340.090461
-153,480,344.21123
-129,480,348.248368
-81,480,352.255575
-57,480,355.785877
-81,480,359.814332
-117,480,363.476893
-81,480,367.440707
-135,480,370.923691
-87,480,374.854879
-108,480,378.444499
-135,480,382.223027
-78,480,385.698588
-87,480,389.948897
-120,480,394.272881
-96,480,398.182052
-45,480,401.698495
-75,480,405.43884
-102,480,409.006017
-45,480,412.711074
-108,480,416.184532
-126,480,420.164358
-108,480,423.744026
-99,480,427.446405
-27,480,430.841358
-78,480,434.72985
-75,480,438.338201
-99,480,442.01821
-48,480,445.502868
-60,480,449.587148
-120,480,453.713464
-48,480,457.321703
-132,480,460.824675
-81,480,464.740095
-78,480,468.396848
-78,480,472.019733
-72,480,475.492815
-114,480,479.360738
-9,480,482.960682
-108,480,486.578448
-30,480,490.249219
-75,480,494.007583
-72,480,497.593174
-57,480,501.195234
-96,480,504.877076
-78,480,508.58983
-153,480,513.024302
-78,480,591.170974
-102,480,594.888014
-63,480,598.687543
-45,480,602.418583
-39,480,606.26814
-78,480,610.018505
-30,480,613.69706
-69,480,617.352223
-63,480,621.062063
-108,480,624.842763
-60,480,628.423746
-72,480,632.869288
-99,480,636.566365
-39,480,640.371373
-15,480,644.070559
-21,480,647.855617
-81,480,651.619648
-60,480,655.328622
-39,480,658.943487
-117,480,662.702394
27,480,666.394268
-72,480,670.147566
-42,480,673.820087
-51,480,677.413273
-57,480,681.168999
-15,480,684.823533
-60,480,688.672992
-66,480,693.145866
-51,480,696.910053
-93,480,700.626324
15,480,704.34432
-36,480,708.010908
-33,480,711.839858
-9,480,715.743317
-93,480,719.32825
-33,480,723.056336
-39,480,726.901494
-48,480,730.693228
-33,480,734.248509
-6,480,738.035266
-6,480,741.758112
-6,480,745.401628
-66,480,749.253745
-27,480,753.604894
-45,480,757.414856
0,480,761.225726
-18,480,764.924057
6,480,768.538698
-27,480,772.349307
-36,480,775.95057
-3,480,779.969714
-42,480,783.546156
-30,480,787.62814
-6,480,791.27659
-33,480,794.943871
-21,480,798.549999
-39,480,802.332147
-15,480,805.871051
33,480,810.194459
-21,480,814.204097
-3,480,817.979395
12,480,821.710517
-3,480,825.405929
0,480,829.347803
-6,480,833.24995
30,480,836.853336
-12,480,840.397744
42,480,844.088477
3,480,847.830439
33,480,851.410186
-9,480,855.262643
